supplement_name,symptom_name,context,description
Zinc,Wound healing,treats,.People who have wounds such as skin ulcers and who also have low levels of zinc might benefit from taking a zinc supplement by mouth.
Zinc,Diarrhea,treats,".Zinc supplements can ease symptoms of diarrhea in children who have low levels of zinc. That may happen in children who have malnutrition. There isn't enough research to recommend use of zinc supplements for children with diarrhea who eat a healthy, varied diet."
Zinc,Age-related macular degeneration,treats,.Research suggests that zinc supplements taken by mouth might slow the progression of this eye disease.
Zinc,Diarrhea,side_effect,Diarrhea.
Zinc,Dizziness,side_effect,Dizziness.
Zinc,Headache,side_effect,Headache.
Zinc,Nausea,side_effect,Nausea.
Zinc,Upset Stomach,side_effect,Upset stomach.
Zinc,Vomiting,side_effect,Vomiting.
Zinc,Copper Deficiency,side_effect,Taking zinc supplements by mouth long-term and in high doses can lead to copper deficiency. People with low copper levels might have brain and nervous system issues. Those issues may include numbness and weakness in the arms and legs.
Zinc,Intranasal Zinc,side_effect,"Don't use zinc that's placed in the nose, called intranasal zinc. This form of zinc has been linked to loss of the sense of smell."
