category_id,category
C01535,4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor
C01536,"4-Hydroxyphenylpyruvate Dioxygenase, antagonists & inhibitors"
C01537,Hydroxyphenylpyruvate Dioxygenase Inhibitors
C01538,GABA-A Receptor Agonists
C01539,UGT1A4 Inhibitors
C01540,Arteriolar Vasodilation
C01541,Arteriolar Vasodilator
C01542,Potassium Channel Opener
C01543,Pyrimidine Derivatives
C01544,Appetite Stimulants
C01545,Megestrol
C01546,Pregnadien Derivatives
C01547,Thiopurine Analogs
C01548,Ergonovine
C01549,Monobactam Antibacterial
C01550,Monobactams
C01551,Benzoxazoles and derivatives
C01552,Centrally-mediated Muscle Relaxation
C01553,"Oxazol, Thiazine, and Triazine Derivatives"
C01554,Aromatase Inhibitors
C01555,Estrogen Antagonists
C01556,Piperidones
C01557,Aminoquinolines
C01558,Antimalarial methanolquinolines
C01559,Coccidiostats
C01560,Intermediate-Acting Antibacterial Sulfonamides
C01561,Nitric Oxide Synthase
C01562,Phenylalanine Hydroxylase Activator
C01563,Phenylalanine Hydroxylase Activators
C01564,Echinocandin Antifungal
C01565,Echinocandins
C01566,Dibenzazepines
C01567,GABA Antagonists
C01568,Serotonin 5-HT1A Receptor Antagonists
C01569,Aluminium Compounds
C01570,Aluminum Complex
C01571,Gastric Cytoprotectants
C01572,Metal cations
C01573,Metal divalent cations
C01574,Protectants
C01575,Thioglycosides
C01576,Ethanolamine Derivatives
C01577,Inhibit Ovum Fertilization
C01578,Progestin-containing Intrauterine Device
C01579,Adrenergic beta-1 Receptor Agonists
C01580,Adrenergic beta-3 Receptor Agonists
C01581,Alpha-and Beta-adrenergic Agonists
C01582,Epinephrine and similars
C01583,"Norepinephrine, antagonists & inhibitors"
C01584,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor
C01585,Cytosine
C01586,Nucleosides and Nucleotides
C01587,Adrenergic alpha-2 Receptor Antagonists
C01588,"Antidepressive Agents, Tetracyclic"
C01589,Serotonin 5-HT3 Receptor Antagonists
C01590,Carbamates
C01591,Phenothiazine Derivatives
C01592,Phenothiazines
C01593,"Beta Blocking Agents, Non-Selective"
C01594,"Beta Blocking Agents, Non-Selective, and Thiazides"
C01595,"EENT Drugs, Miscellaneous"
C01596,Thiadiazoles
C01597,Prostacyclin Analogues
C01598,Prostacycline Vasodilator
C01599,Prostaglandins I
C01600,Anion Exchange Resins
C01601,Bile Acid Sequestrants
C01602,Bile-acid Binding Activity
C01603,Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia
C01604,Antiemetic Serotonin 5-HT3 Receptor Antagonists
C01605,Antiemetics and Antinauseants
C01606,Quinuclidines
C01607,Serotonin 3 Receptor Antagonists
C01608,Phenyl Ethers
C01609,Diketopiperazines
C01610,Calcium Channel Blockers and Diuretics
C01611,Anti-Dementia Drugs
C01612,"Synthetic Anticholinergics, Esters With Tertiary Amino Group"
C01613,Decreased Renal K+ Excretion
C01614,Epithelial Sodium Channel Blockers
C01615,Potassium-Sparing Diuretics
C01616,Anthracycline Topoisomerase Inhibitor
C01617,Anthracyclines
C01618,Anthracyclines and Related Substances
C01619,Mydriatics and Cycloplegics
C01620,Nasal Decongestants
C01621,Nasal Decongestants for Systemic Use
C01622,Sympathomimetic (Adrenergic) Agents
C01623,Sympathomimetics Excl. Antiglaucoma Preparations
C01624,Sympathomimetics Used as Decongestants
C01625,"Sympathomimetics, Plain"
C01626,Antithyroid agents
C01627,Sulfur-Containing Imidazole Derivatives
C01628,Cardanolides
C01629,Cardenolides
C01630,Cardiac Glycosides
C01631,Digitalis Glycosides
C01632,Digoxin and derivatives
C01633,"Digoxin, antagonists & inhibitors"
C01634,"Digoxin, immunology"
C01635,Nicotinic Acids
C01636,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents"
C01637,Corticosteroids Acting Locally
C01638,"Steroids, Chlorinated"
C01639,Carbamic Acid Esters
C01640,Corpus Luteum Hormones
C01641,Pregnenediones
C01642,Progesterone and Derivatives
C01643,"Progesterone, antagonists & inhibitors"
C01644,Phenylurea Compounds
C01645,Antifungals for Systemic Use
C01646,Decreased Mitosis
C01647,Microtubule Inhibition
C01648,Tubulin Inhibiting Agent
C01649,Decreased Blood Pressure
C01650,Hypnotics (Nonbenzodiazepine)
C01651,Miscellaneous Anxiolytics Sedatives and Hypnotics
C01652,Zopiclone and prodrugs
C01653,Tests for Bile Duct Patency
C01654,Triazolobenzodiazepines
C01655,Substituted Alkylamines
C01656,Miscellaneous Antifungals
C01657,Glycosaminoglycans
C01658,Heparin (Low Molecular Weight)
C01659,Heparin and similars
C01660,Antipsychotic Agents (First Generation [Typical])
C01661,Dibenzoxazepines
C01662,Miscellaneous Antipsychotics
C01663,Bromobenzoates
C01664,Antibiotics for Topical Use
C01665,Epoxy Compounds
C01666,"Ethers, Cyclic"
C01667,RNA Synthetase Inhibitor Antibacterial
C01668,RNA Synthetase Inhibitors
C01669,Choline Esters
C01670,Miotics
C01671,Parasympathomemetic (Cholinergic) Agents
C01672,Peroxisome Proliferator Receptor gamma Agonist
C01673,Peroxisome Proliferator-activated Receptor Activity
C01674,Restless Legs Syndrome
C01675,Aminopenicillins
C01676,Benzylisoquinolines
C01677,Neuromuscular-Blocking Agents (Nondepolarizing)
C01678,Tetrahydroisoquinolines
C01679,Beta-Lactamase Sensitive Penicillins
C01680,Natural Penicillins
C01681,Adjuvants
C01682,Enzyme Stabilizer
C01683,Glucosylceramide Synthase Inhibitor
C01684,Glucosylceramide Synthase Inhibitors
C01685,Imines
C01686,Imino Pyranoses
C01687,Imino Sugars
C01688,Phenothiazines With Aliphatic Side-Chain
C01689,Mineralocorticoid (Aldosterone) Receptor Antagonists
C01690,Mineralocorticoid Receptor Antagonists
C01691,Methylphenidate and isomer
C01692,Phenylcarbamates
C01693,"Belladonna Alkaloids, Tertiary Amines"
C01694,"Belladonna and Derivatives, Plain"
C01695,Central Nervous System Depression
C01696,gamma-Aminobutyric Acid A Receptor Positive Modulator
C01697,"Sleep Aids, Pharmaceutical"
C01698,Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor
C01699,Abortifacient Agents
C01700,"Abortifacient Agents, Nonsteroidal"
C01701,Pharmaceutical Preparations
C01702,Propylene Glycols
C01703,Chlorine Containing Products
C01704,"Ectoparasiticides, Incl. Scabicides"
C01705,"Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents"
C01706,"Hydrocarbons, Chlorinated"
C01707,Insecticides
C01708,Nucleoside Metabolic Inhibitor
C01709,Phenothiazines With Piperazine Structure
C01710,Schizophrenia
C01711,Miscellaneous Derivatives
C01712,Endothelium-Dependent Relaxing Factors
C01713,Free Radical Scavengers
C01714,Free Radicals
C01715,Gases
C01716,Gasotransmitters
C01717,Nitrogen Oxides
C01718,Oxides
C01719,Oxygen Compounds
C01720,Reactive Nitrogen Species
C01721,Preparations Inhibiting Uric Acid Production
C01722,Uricosuric Agents
C01723,Xanthine Oxidase Inhibitors
C01724,beta Lactam Antibiotics
C01725,Renal Agents
C01726,Trimethoprim and Derivatives
C01727,Cytidine Deaminase Substrates
C01728,Deoxycytidine
C01729,"Ribonucleotide Reductases, antagonists & inhibitors"
C01730,Hepatitis B virus
C01731,Nucleoside Reverse Transcriptase Inhibitors
C01732,"Corticosteroids for Systemic Use, Plain"
C01733,Cytochrome P-450 CYP2C8 Inducers (strength unknown)
C01734,Cytochrome P-450 CYP3A5 Inducers (weak)
C01735,Ophthalmological and Otological Preparations
C01736,Glucosides
C01737,Podophyllotoxin Derivatives
C01738,Amphenicols
C01739,Nitrobenzenes
C01740,Inhibition Gastric Acid Secretion
C01741,Sympathomimetics in Glaucoma Therapy
C01742,Butyrophenone Derivatives
C01743,Butyrophenones
C01744,Isonipecotic Acids
C01745,Phenylpiperidine opioids
C01746,Loratadine and derivatives
C01747,First-Generation Cephalosporins
C01748,Alpha-Adrenoreceptor Antagonists and Diuretics
C01749,Antipsoriatics for Systemic Use
C01750,Keratolytic Agents
C01751,Retinoids for Treatment of Psoriasis
C01752,Photoabsorption
C01753,Photoenhancer
C01754,Photosensitizing Activity
C01755,Porphyrins
C01756,Butanones
C01757,COX-2 Inhibitors
C01758,Selective Cyclooxygenase 2 Inhibitors (NSAIDs)
C01759,Scopolamine Derivatives
C01760,Barbiturates and Derivatives
C01761,Alkanesulfonates
C01762,Alkanesulfonic Acids
C01763,Antivaricose Therapy
C01764,Fatty Alcohols
C01765,Pharmaceutical Solutions
C01766,Sclerosing Agents for Local Injection
C01767,Sclerosing Solutions
C01768,Solutions
C01769,Surface-Active Agents
C01770,Convulsants
C01771,GABA-A Receptor Antagonists
C01772,Plant Extracts
C01773,Plant Preparations
C01774,Sesquiterpenes
C01775,Stimulants
C01776,Cinchona Alkaloids
C01777,Herbs (Hypotensive Properties)
C01778,Oxicams
C01779,Cannabinoid Receptor Agonists
C01780,Cannabinoids and similars
C01781,Hallucinogens
C01782,Miscellaneous Antiemetics
C01783,Leukotriene Antagonists
C01784,Leukotriene Modifiers
C01785,Cytochrome P-450 CYP2D6 Inhibitors (strong)
C01786,Cytosine Nucleotides
C01787,Pyrimidine Nucleotides
C01788,Adamantanes
C01789,Bridged-Ring Compounds
C01790,Cyclic Amines
C01791,Influenza A M2 Protein Inhibitor
C01792,M2 Protein Inhibitors
C01793,Phthalic Acids
C01794,Thalidomide Analog
C01795,Estrogen Agonist-antagonists
C01796,Estrogen Agonist/Antagonist
C01797,Estrogen Receptor Modulators
C01798,Selective Estrogen Receptor Modulators
C01799,Cyclooxygenase-2 (COX-2) Inhibitors
C01800,Quinoxalines
C01801,Triazines
C01802,Cardiac Rhythm Alteration
C01803,Azaspirodecanedione Derivatives
C01804,Spiro Compounds
C01805,Phosphinic Acids
C01806,Dideoxynucleosides
C01807,Indans
C01808,Indenes
C01809,Androgen Receptor Antagonists
C01810,Androgen Receptor Inhibitors
C01811,Antiandrogens
C01812,"Antiandrogens, non-steroidal"
C01813,Chemically-Induced Disorders
C01814,Antivirals for treatment of HCV infections
C01815,Cytochrome P-450 CYP2B6 Inducers (weak)
C01816,UDP Glucuronosyltransferases Inducers
C01817,Opioid Antagonists
C01818,Glycopeptide Antibacterials
C01819,Intestinal Antiinfectives
C01820,Aminocaproates
C01821,Caproates
C01822,Excitatory Amino Acid Agents
C01823,Excitatory Amino Acid Antagonists
C01824,Sigma-1 Agonist
C01825,Sigma-1 Receptor Agonists
C01826,UGT2B17 substrates
C01827,Uncompetitive N-methyl-D-aspartate Receptor Antagonist
C01828,Uncompetitive NMDA Receptor Antagonists
C01829,Chlorine Compounds
C01830,Platinum Compounds
C01831,Aluminum Silicates
C01832,Silicates
C01833,Silicon Compounds
C01834,Anthelmintics
C01835,Anticestodal Agents
C01836,Antihelminthic
C01837,Antinematodal Agents
C01838,Antiplatyhelmintic Agents
C01839,Benzimidazole Derivatives
C01840,Cytochrome P-450 CYP1A2 Inducers (strong)
C01841,Pancreatic Function Tests
C01842,Tests for Pancreatic Function
C01843,Quinazolinones
C01844,Thiocarbamates
C01845,Cell-mediated Immunity
C01846,Increased Histamine Release
C01847,Standardized Chemical Allergen
C01848,Chelating Activity
C01849,Phosphonic Acid Derivatives
C01850,Pyrophosphate Analog DNA Polymerase Inhibitor
C01851,Mutagens
C01852,Myeloablative Agonists
C01853,Phosphoramide Mustards
C01854,Phosphoramides
C01855,Alkylmercury Compounds
C01856,Organomercury Compounds
C01857,Acetylcholine Releasing Agent
C01858,Increased Acetylcholine Activity
C01859,Gadolinium-based Contrast Agent
C01860,Anti-Estrogens
C01861,Fluoropyrimidines
C01862,Fluorouracil and prodrugs
C01863,Pyridinium Compounds
C01864,Decreased Protein Synthesis
C01865,Decreased Sebaceous Gland Activity
C01866,Thiouracil
C01867,Thiouracils
C01868,Thyroid Hormone Synthesis Inhibitor
C01869,Thyroid Hormone Synthesis Inhibitors
C01870,Urease Inhibitor
C01871,Urease Inhibitors
C01872,Adenosine Deaminase Inhibitors
C01873,Coformycin
C01874,Formycins
C01875,Coloring Agents
C01876,Furocoumarins
C01877,Photoactivated Radical Generator
C01878,Photosensitizing Agents for Phototherapy
C01879,Psoralens for Systemic Use
C01880,Psoralens for Topical Use
C01881,"Hydrocarbons, Fluorinated"
C01882,Microspheres
C01883,Ultrasound Contrast Activity
C01884,Ultrasound Contrast Media
C01885,Diphenylmethane Derivatives
C01886,Neuraminic Acids
C01887,Sialic Acids
C01888,Antihypertensives for Pulmonary Arterial Hypertension
C01889,Cytochrome P-450 CYP2C9 Inducers (moderate)
C01890,Endothelin Receptor Antagonists
C01891,Glycylcyclines
C01892,Increased Medullary Respiratory Drive
C01893,Pyrrolidinones
C01894,Carboxamide Derivatives
C01895,Cytochrome P-450 CYP3A5 Inducers (strong)
C01896,UGT1A6 inducer
C01897,Neuromuscular Nondepolarizing Blockade
C01898,Lead Chelating Activity
C01899,Lead Chelator
C01900,Antivertigo Preparations
C01901,Factor Xa Inhibitors
C01902,Indirect factor Xa inhibitors
C01903,Miscellaneous Anticoagulants
C01904,Arylpropionic acid NSAIDS
C01905,Phenylpropionates
C01906,Propionates
C01907,Central alpha-2 Adrenergic Agonist
C01908,Central Alpha-agonists
C01909,Imidazoline Receptor Agonists
C01910,Imidazolines
C01911,Sulfathiazoles
C01912,Acyclovir and prodrug
C01913,Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor
C01914,Prodrugs
C01915,"Anorexigenic Agents & Respiratory and Cerebral Stimulants, Miscellaneous"
C01916,Acidifying Activity
C01917,Ammonia Detoxicants
C01918,Drugs for Constipation
C01919,Laxatives
C01920,Osmotic Laxatives
C01921,Stimulation Large Intestine Fluid/Electrolyte Secretion
C01922,Carnitine Analog
C01923,"Antimigraine Agents, Miscellaneous"
C01924,Decreased Prostaglandin Production
C01925,UDP Glucuronosyltransferases Inhibitors
C01926,UGT2B17 Inhibitors
C01927,Androstadienes
C01928,Androstanes
C01929,Androstenes
C01930,Piperazine and Derivatives
C01931,Succinimide Derivatives
C01932,Succinimides
C01933,Acid Sensing Ion Channel Blockers
C01934,Elements
C01935,Lanthanoid Series Elements
C01936,Metals
C01937,"Metals, Rare Earth"
C01938,Alpha and Beta Blocking Agents
C01939,Alpha and Beta Blocking Agents and Thiazides
C01940,Salicylamides
C01941,Thiobarbiturates
C01942,"alpha-Galactosidase, antagonists & inhibitors"
C01943,Depigmenting Agents
C01944,Melanin Synthesis Inhibitors
C01945,Monoamine Oxidase Inhibitors
C01946,Oxazolidinone Antibacterial
C01947,Avermectines
C01948,Pediculicides
C01949,Hydroxyprogesterones
C01950,Pregnen (4) Derivatives
C01951,Chlorobenzoates
C01952,Propulsives
C01953,"Receptors, AMPA"
C01954,Amebicides
C01955,Filaricides
C01956,Fatty Acid Synthesis Inhibitors
C01957,Isonicotinic Acids
C01958,Thiocarbamide Derivatives
C01959,Mixed Agonist / Antagonist Opioids
C01960,Morphinan Derivatives
C01961,Opiate Partial Agonists
C01962,Opioid Agonist/Antagonist
C01963,Antitrichomonal Agents
C01964,Nitroimidazole Derivatives
C01965,Cytochrome P-450 CYP2C8 Inducers (weak)
C01966,"Lactams, Macrocyclic"
C01967,Rifamycin Antimycobacterial
C01968,Rifamycins
C01969,"Neprilysin, antagonists & inhibitors"
C01970,Bcr-Abl Tyrosine Kinase Inhibitors
C01971,Corticosteroids for Local Oral Treatment
C01972,Cytochrome P-450 CYP3A7 Inducers (strength unknown)
C01973,"Protein-Lysine 6-Oxidase, antagonists & inhibitors"
C01974,Anabolic Agents
C01975,Anabolic Agents for Systemic Use
C01976,Anabolic Steroids
C01977,Androgens
C01978,Androstan Derivatives
C01979,Androstanols
C01980,3-Oxoandrosten (4) Derivatives
C01981,Androgens and Estrogens
C01982,Androstenols
C01983,OAT3/SLC22A8 Inducers
C01984,Testosterone and derivatives
C01985,Testosterone Congeners
C01986,Cytochrome P-450 CYP3A5 Inducers (moderate)
C01987,Cytochrome P-450 CYP3A7 Inducers (moderate)
C01988,Bacitracins
C01989,Decreased Cell Wall Synthesis & Repair
C01990,Miscellaneous Antilipemic Agents
C01991,Nicotinic Acid and Derivatives
C01992,Peripheral Vasodilators
C01993,Prednisolone and Prodrugs
C01994,Clofibric Acid
C01995,Fibric Acids
C01996,Isobutyrates
C01997,Biopolymers
C01998,Dietary Carbohydrates
C01999,Fructans
C02000,Glucans
C02001,Starch
C02002,"Adenosine, antagonists & inhibitors"
C02003,"Antiarrhythmics, Class V"
C02004,Purinergic Agonists
C02005,Purinergic P1 Receptor Agonists
C02006,Cytochrome P-450 CYP2B6 Inhibitors (weak)
C02007,"Gonadotropin-Releasing Hormone, agonists"
C02008,"Gonadotropin-Releasing Hormone, antagonists & inhibitors"
C02009,Tests for Fertility Disturbances
C02010,Ionophores
C02011,Polyene Antifungal
C02012,Adrenal Cytotoxic Agents
C02013,Folate Analog
C02014,Formyltetrahydrofolates
C02015,Tetrahydrofolates
C02016,Benzomorphan Derivatives
C02017,Benzomorphans
C02018,Partial Opioid Agonist/Antagonist
C02019,Electrolyte Solutions
C02020,"Laxatives, magnesium containing"
C02021,Magnesium Compounds
C02022,Magnesium Salts
C02023,Replacement Preparations
C02024,Sulfates
C02025,Sulfuric Acids
C02026,Ophthalmic Solutions
C02027,17-Ketosteroids
C02028,Estranes
C02029,Estrenes
C02030,Ketosteroids
C02031,"Antidepressive Agents, Triazolopyridine"
C02032,Pyridones
C02033,Serotonin antagonist and reuptake inhibitors (SARIs)
C02034,"Antiadrenergic Agents, Ganglion-Blocking"
C02035,Autonomic Ganglionic Blocker
C02036,Decreased Autonomic Ganglionic Activity
C02037,Norbornanes
C02038,Secondary and Tertiary Amines
C02039,Phosphate Chelating Activity
C02040,Polystyrene Sulfonates
C02041,Alcohol Deterrents
C02042,Drugs Used in Alcohol Dependence
C02043,Phenylalkylamine Derivatives
C02044,Verapamil and analogues
C02045,Emesis Suppression
C02046,Long-Acting Antibacterial Sulfonamides
C02047,Dental Agents
C02048,Local Hemostatics
C02049,Tryptamines
C02050,Aprepitant and Prodrugs
C02051,Neurokinin 1 Antagonists
C02052,Neurokinin-1 Receptor Antagonists
C02053,Substance P/Neurokinin-1 Receptor Antagonist
C02054,Amaryllidaceae Alkaloids
C02055,Acaricides
C02056,Organofluorophosphonates
C02057,Biphenyl Compounds
C02058,Phenothiazines With Piperidine Structure
C02059,"Antiarrhythmics, Class Ic"
C02060,Biomimetic Materials
C02061,Lipid-based Polyene Antifungal
C02062,Liposomes
C02063,"Membranes, Artificial"
C02064,Rodenticides
C02065,Vitamin K Inhibitors
C02066,Nebramycin
C02067,Heparinoids
C02068,11-Hydroxycorticosteroids
C02069,17-Hydroxycorticosteroids
C02070,Hydroxycorticosteroids
C02071,Mineralocorticoids
C02072,Antimetabolite Immunosuppressant
C02073,"IMP Dehydrogenase, antagonists & inhibitors"
C02074,Mycophenolic Acid and Prodrugs
C02075,Imidazoline Derivatives
C02076,Non-selective Alfa-adrenergic Blocking Agents
C02077,Colouring Agents
C02078,Diagnostic Dye
C02079,Fluoresceins
C02080,Fluorescent Dyes
C02081,Luminescent Agents
C02082,Ocular Disorders
C02083,High-Ceiling Diuretics and Potassium-Sparing Agents
C02084,Nitrofuran Antibacterial
C02085,Amprenavir and Prodrugs
C02086,Dialysis Solutions
C02087,Opiate Antagonists
C02088,Hematoporphyrin Derivative
C02089,Hematoporphyrins
C02090,Sensitizers Used in Photodynamic/radiation Therapy
C02091,Fentanyl and fentanyl analogues
C02092,Opioid Anesthetics
C02093,"Opioids, Anilidopiperidine"
C02094,Aporphines
C02095,Emetics
C02096,"Antiallergic Agents, Excl. Corticosteroids"
C02097,Decreased Histamine Release
C02098,Mast Cell Stabilizers
C02099,Estren Derivatives
C02100,Esters of Aminobenzoic Acid
C02101,Local Anesthetics (Ester)
C02102,Immune Response Modifiers
C02103,Increased Cytokine Activity
C02104,Increased Cytokine Production
C02105,Interferon Inducers
C02106,Toll-Like Receptor Agonists
C02107,"Belladonna Alkaloids, Semisynthetic, Quaternary Ammonium Compounds"
C02108,Explosive Agents
C02109,Nitrate Vasodilator
C02110,Organic Nitrates
C02111,Vasodilators Used in Cardiac Diseases
C02112,Glinide
C02113,Miscellaneous Skeletal Muscle Relaxants
C02114,Cholinesterase Reactivators
C02115,Enzyme Reactivators
C02116,Allyl Compounds
C02117,Allylamine Antifungal
C02118,Benzamidines
C02119,Miscellaneous Antiprotozoals
C02120,Trypanocidal Agents
C02121,"Corticosteroids, Weak (Group I)"
C02122,Hydrocortisone and derivatives
C02123,"Diuretics, Osmotic"
C02124,i.v. Solutions
C02125,Kidney Function
C02126,Solutions Producing Osmotic Diuresis
C02127,Decreased Leukotriene Production
C02128,Sympathomimetic-like Agent
C02129,Wakefulness-Promoting Agents
C02130,Heavy Metal Antagonists
C02131,Hydroxamic Acids
C02132,Iron Chelating Activity
C02133,Iron Chelating Agents
C02134,Siderophores
C02135,Indoleacetic Acids
C02136,Histamine H1 Inhibitors
C02137,"Monoamine Oxidase Inhibitors, Non-Selective"
C02138,Cell Stimulants and Proliferants
C02139,Chlorobenzenes
C02140,Chlorophenols
C02141,Phenol and Derivatives
C02142,P2Y12 Platelet Inhibitor
C02143,"Tetracycline, antagonists & inhibitors"
C02144,Thienamycins
C02145,Chlorides
C02146,Hemodialysis Solution
C02147,Potassium Compounds
C02148,Potassium Salt
C02149,Topoisomerase 1 (TOP1) inhibitors
C02150,Topoisomerase I Inhibitors
C02151,Catecholamine Synthesis Inhibitor
C02152,Methyltyrosines
C02153,Tyrosine Hydroxylase Inhibitors
C02154,beta-Lactamase Inhibitors
C02155,Antihistamine Drugs
C02156,Dibenzoxepins
C02157,"Fatty Acids, Monounsaturated"
C02158,Genitourinary Arterial Vasodilation
C02159,Miscellaneous Vasodilatating Agents
C02160,Prostaglandin E1 Agonist
C02161,Prostaglandin Receptor Agonists
C02162,Prostaglandins E
C02163,Venous Vasodilation
C02164,Benzilates
C02165,Decreased Parasympathetic Acetylcholine Activity
C02166,Digestive/GI System Activity Alteration
C02167,GI Motility Alteration
C02168,Organophosphates
C02169,Organothiophosphates
C02170,Organothiophosphorus Compounds
C02171,Podophyllotoxin
C02172,Naphthyridines
C02173,Antiandrogens and Estrogens
C02174,"Estradiol, agonists"
C02175,"Estrogens, agonists"
C02176,Fenamates
C02177,ortho-Aminobenzoates
C02178,Cevanes
C02179,Veratrum Alkaloids
C02180,"Metalloendopeptidases, antagonists & inhibitors"
C02181,Antiinflammatory Products for Vaginal Administration
C02182,Naphthaleneacetic Acids
C02183,Alkanes
C02184,Butanes
C02185,Ethylenediamine Derivatives
C02186,Substituted Ethylene Diamines
C02187,Phenobarbital and similars
C02188,Gentamicins
C02189,Teratogens
C02190,Dopamine D1 Receptor Agonists
C02191,Antimicrobial Cationic Peptides
C02192,Antimicrobial Peptides
C02193,Polymyxins
C02194,Blood Viscosity Reducer
C02195,Hematologic Activity Alteration
C02196,Hemorrheologic Agents
C02197,Purine Derivatives
C02198,Radiation-Protective Agents
C02199,Hydroxybenzoate Ethers
C02200,Isomerism
C02201,Butylpyrazolidines
C02202,Pyrazolones
C02203,Dodecanol
C02204,Non-selective Beta-adrenergic Agonists
C02205,Miscellaneous General Anesthetics
C02206,Antiglaucoma Agents
C02207,5-alpha Reductase Inhibitors
C02208,Carbolines
C02209,Acetyl Aldehyde Dehydrogenase Inhibitors
C02210,Aldehyde Dehydrogenase Inhibitor
C02211,Sulfur Containing Products
C02212,Adenosine A2 Receptor Antagonists
C02213,Basic Lotions and Liniments
C02214,Herbs and Natural Products
C02215,Other Analgesics
C02216,Other Cold and Cough Preparations
C02217,Polyene Antimicrobial
C02218,"Abortifacient Agents, Steroidal"
C02219,Luteolytic Agents
C02220,Menstruation-Inducing Agents
C02221,Progestational Hormone Receptor Antagonists
C02222,Progesterone Receptor Modulators
C02223,Progestin Antagonist
C02224,Propylamine Derivatives
C02225,Antidiarrheals
C02226,Antipropulsives
C02227,Artificial Tears
C02228,Demulcent
C02229,Demulcent Activity
C02230,Selective Beta 1-adrenergic Agonists
C02231,Phenazines
C02232,Cystine Depleting Agents
C02233,Cystine Disulfide Reduction
C02234,Mercaptoethylamines
C02235,Imidazothiazole Derivatives
C02236,"Levamisole, analogs & derivatives"
C02237,Triazenes
C02238,Norepinephrine Releasing Agents
C02239,Enkephalins
C02240,Levulinic Acids
C02241,Opioid Peptides
C02242,Optical Imaging Agent
C02243,Porphyrin Precursor
C02244,Allylamines
C02245,Penicillamine and Similar Agents
C02246,Specific Antirheumatic Agents
C02247,"Sympathomimetics, Labour Repressants"
C02248,Decreased Tracheobronchial Stretch Receptor Activity
C02249,Non-narcotic Antitussive
C02250,"Intraocular Pressure, drug effects"
C02251,Antidiuretic Hormone Receptor Antagonists
C02252,Thioxanthene Derivatives
C02253,Thioxanthenes
C02254,Mammalian target of rapamycin (mTOR) kinase inhibitors
C02255,mTOR Inhibitor Immunosuppressant
C02256,Sirolimus and Prodrugs
C02257,Biguanides and Amidines
C02258,Decreased Cell Wall Integrity
C02259,Disinfectants
C02260,Household Products
C02261,Miscellaneous Anti-infectives
C02262,Mouthwashes
C02263,Mouthwashes and Gargles
C02264,Clomiphene
C02265,"Ovulation Stimulants, Synthetic"
C02266,Azepines
C02267,Thiepins
C02268,Vasopeptidase Inhibitors
C02269,meta-Aminobenzoates
C02270,Irritants
C02271,Poisons
C02272,Indazoles
C02273,Bibenzyls
C02274,Dihydrostilbenoids
C02275,Dextrans
C02276,Iron Preparations
C02277,Parenteral Iron Replacement
C02278,Homosteroids
C02279,Drug Hypersensitivity
C02280,Cytochrome P-450 CYP2E1 Inducers (moderate)
C02281,Nerve Depressants
C02282,Solvents
C02283,Aryloxyacetic Acid Derivatives
C02284,Glycolates
C02285,Phenoxyacetates
C02286,Carbazoles
C02287,GABA Uptake Inhibitors
C02288,Nipecotic Acid and Derivatives
C02289,"Cocaine, antagonists & inhibitors"
C02290,Esters of Benzoic Acid
C02291,Nitroimidazole Antimicrobial
C02292,Nitroimidazoles
C02293,Meglitinides
C02294,Stereoisomerism
C02295,Adamantane Derivatives
C02296,"Dinoprostone, antagonists & inhibitors"
C02297,Migraine Disorders
C02298,Dioxanes
C02299,Other Antihistamines
C02300,Oripavine Derivatives
C02301,Hydrazones
C02302,Pyridazines
C02303,Prostaglandin E1 Analog
C02304,"Prostaglandins E, Synthetic"
C02305,Allylamine
C02306,Anthracenes
C02307,Long-acting beta-adrenoceptor agonists
C02308,Bis-Trimethylammonium Compounds
C02309,Estrogen Receptor Antagonists
C02310,Hydrazides
C02311,gamma-Aminobutyric Acid A Receptor Agonist
C02312,"Hydrocarbons, Brominated"
C02313,Iodized Oil
C02314,Non-Watersoluble X-Ray Contrast Media
C02315,Plant Oils
C02316,Dihydroxyphenylalanine
C02317,Actinomycin
C02318,Actinomycines
C02319,Selenium Compounds
C02320,Azetines
C02321,Decreased Cholesterol Absorption
C02322,Dietary Cholesterol Absorption Inhibitor
C02323,Calcium Chelating Activity
C02324,Calcium Chelating Agents
C02325,Decreased Coagulation Factor Activity
C02326,Ketolide Antibacterial
C02327,Ketolides
C02328,BSEP/ABCB11 inducers
C02329,"Estrogenic Steroids, Alkylated"
C02330,Norpregnatrienes
C02331,Melatonin Receptor Agonists
C02332,Anti-Acne Preparations for Systemic Use
C02333,Retinoids for Treatment of Acne
C02334,Nandrolone and esters
C02335,Antihidrotics
C02336,"Dopamine, metabolism"
C02337,Photochemotherapy
C02338,Thionucleosides
C02339,Gold Compounds
C02340,Gold Preparations
C02341,Organogold Compounds
C02342,Gabapentin and Prodrugs
C02343,Chromones
C02344,Cromolyn Sodium
C02345,Mast-cell Stabilizers
C02346,Ganciclovir and prodrug
C02347,Antisickling Agents
