drugbank_id,synonym
DB13150,Proconvertin
DB13150,Serum prothrombin conversion accelerator
DB13151,Activated prothrombin complex concentrate
DB13151,Anti-inhibitor coagulant complex
DB13151,Antiinhibitor coagulant complex
DB13151,Factor Eight Inhibitor Bypassing Activity
DB13151,Factor VIII bypassing fraction
DB13151,Factor VIII inhibitor bypassing activity
DB13151,Factor VIII inhibitor bypassing fraction
DB13151,FEIBA
DB13152,Antihemophilic factor B
DB13152,Coagulation factor IX (human)
DB13152,Coagulation Factor IX Human
DB13152,Factor IX (Human)
DB13152,Factor IX purificado
DB13152,Human coagulation factor IX
DB13153,(-)-alpha-Bisabolol
DB13153,alpha-(-)-bisabolol
DB13153,alpha-bisabolol
DB13153,Bisabolol
DB13153,Kamillosan
DB13153,Levomenol
DB13153,α-(−)-bisabolol
DB13154,4-Chlorophenol
DB13154,4-chlorphenol
DB13154,p-Chlorophenol
DB13154,Parachlorophenol
DB13155,6-(beta-D-Glucopyranosyloxy)-7-hydroxy-2H-1-benzopyran-2-one
DB13155,6-(beta-D-Glucopyranosyloxy)-7-hydroxy-cumarin
DB13155,"6,7-Dihydroxycoumarin 6-glucoside"
DB13155,"6,7-Dihydroxycoumarin-6-O-glucoside"
DB13155,Aesculin
DB13155,Aesculinum
DB13155,Esculetin 6-O-glucoside
DB13155,esculetin 6-β-D-glucoside
DB13155,Esculin
DB13155,Esculina
DB13155,Esculoside
DB13156,IAD
DB13156,Inosine acedobene dimepranol
DB13156,Inosine pranobex
DB13156,Inosine-2-hydroxypropyldimethylammonium 4-acetamidobenzoate (1:3)
DB13156,Inosiplex
DB13156,Isoprinosine
DB13156,Methisoprinol
DB13157,Lathanol
DB13157,Lathanol LAL
DB13157,Sodium lauryl sulfoacetate
DB13157,Sulfoacetic acid dodecyl ester S-sodium salt
DB13158,Clobetasona
DB13158,Clobetasone
DB13160,Alphaprodine
DB13160,dl-alpha-prodine
DB13161,Nusinersen
DB13163,"cis-p-methane-1,8-diol monohydrate"
DB13163,cis-terpin hydrate
DB13163,Terpin cis-form hydrate
DB13163,Terpin hydrate
DB13163,Terpin monohydrate
DB13163,Terpinene hydrate
DB13163,Terpinol hydrate
DB13164,Olmutinib
DB13165,Ripasudil
DB13166,Zofenil
DB13166,Zofénopril
DB13166,Zofenopril
DB13166,Zofenoprilum
DB13167,(4-Allyloxy-3-chlorphenyl)essigsäure
DB13167,[4-(allyloxy)-3-chlorophenyl]acetic acid
DB13167,3-Chloro-4-(2-propenyloxy)benzeneacetic acid
DB13167,Alclofenac
DB13167,Alclofénac
DB13167,Alclofenaco
DB13167,Alclofenacum
DB13167,Alclophenac
DB13168,n-6 fatty acids
DB13168,Omega 6 acids
DB13168,Omega 6 fatty acids
DB13168,Omega-6 fatty acids
DB13168,ω-6 fatty acids
DB13169,(17β)-17-hydroxyestr-4-en-3-one
DB13169,19-norandrostenolone
DB13169,19-nortestosterone
DB13169,Nandrolona
DB13169,Nandrolone
DB13169,Nandrolonum
DB13170,Guanilib
DB13170,Plecanatide
DB13171,1-(9Z-octadecenoyl)-rac-glycerol
DB13171,1-(9Z)-octadecenoylglycerol
DB13171,1-Glyceryl oleate
DB13171,1-monoolein
DB13171,1-monooleoyl-rac-glycerol
DB13171,1-monooleoylglycerol
DB13171,1-oleoyl-rac-glycerol
DB13171,1-oleoylglycerol
DB13171,"2,3-dihydroxypropyl oleate"
DB13171,"9-Octadecenoic acid, 2,3-dihydroxypropyl ester"
DB13171,Glyceryl monooleate
DB13171,Glyceryl oleate
DB13171,MG (18:1/0:0/0:0)
DB13171,Monoolein
DB13173,Cerliponase alfa
DB13173,Cerliponase alpha
DB13173,Immature cell growth-inhibiting gene 1 protein
DB13173,Immature human tripeptidyl-peptidase 1
DB13173,Immature lysosomal pepstatin-insensitive protease
DB13173,Immature tripeptidyl-peptidase I
DB13173,RECOMBINANT HUMAN TRIPEPTIDYL PEPTIDASE-1
DB13175,Rheinanthrone
DB13177,4-methylumbelliferyl beta-D-glucoside
DB13177,4-Methylumbelliferyl glucoside
DB13177,4-methylumbelliferyl β-D-glucoside
DB13177,4-Methylumbelliferyl-beta-D-glucoside
DB13177,4-Methylumbelliferyl-beta-glucoside
DB13177,7-(beta-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one
DB13178,"1,2,3,5/4,6-cyclohexanehexol"
DB13178,"cis-1,2,3,5-trans-4,6-cyclohexanehexol"
DB13178,Inositol
DB13178,L-myo-Inositol
DB13178,Meat sugar
DB13178,meso-Inositol
DB13178,myo-inositol
DB13179,Oleandocetine
DB13179,Oleandomycin triacetate
DB13179,Oleandomycin triacetyl ester
DB13179,Triacetyloleandomycin
DB13179,Triacetyloleandomycinum
DB13179,Tribiocillina
DB13179,Troleandomicina
DB13179,Troleandomycin
DB13179,Troleandomycine
DB13180,D-Gluconic Acid
DB13180,Dextronic acid
DB13180,Maltonic acid
DB13181,Methylbenactyzium
DB13182,"4',7-dihydroxyisoflavone"
DB13182,7-Hydroxy-3-(4-hydroxyphenyl)-4-benzopyrone
DB13182,7-hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one
DB13182,"7,4'-dihydroxyisoflavone"
DB13182,Daidzein
DB13182,Daidzeol
DB13182,Isoaurostatin
DB13183,Technetium (99m Tc) etifenin
DB13183,Technetium (99mTc) etifenin
DB13183,Technetium Tc-99m etifenin
DB13185,4-hydroxy-19-nortestosterone 17β-cypionate
DB13185,Cipionate d'oxabolone
DB13185,Cipionato de oxabolona
DB13185,Oxabolone 17-cyclopentanepropionate
DB13185,Oxabolone cipionate
DB13185,Oxabolone cypionate
DB13185,Oxaboloni cipionas
DB13189,alpha-Thyrocalcitonin (pig)
DB13189,alpha-Thyrocalcitonin (porcine)
DB13189,Calcitonin (porcine)
DB13189,Calcitonin (pork natural)
DB13189,Calcitonin (pork)
DB13189,Calcitonin (swine)
DB13189,Calcitonin Pork
DB13189,"Calcitonin,porcine"
DB13189,Pig alpha-thyrocalcitonin
DB13189,Pig calcitonin
DB13189,Porcine calcitonin
DB13190,Etacridina
DB13190,Ethacridine
DB13190,Ethacridinum
DB13191,Creatine phosphate
DB13191,Creatine phosphic acid
DB13191,Creatine-P
DB13191,Fosfocreatine
DB13191,N-(N-phosphonoamido)sarcosine
DB13191,N-(Phosphonoamidino)sarcosine
DB13191,N-phosphocreatine
DB13191,N-Phosphorylcreatine
DB13191,Phosphocreatine
DB13191,phosphorylcreatine
DB13192,Antihemophilic factor human
DB13192,Antihemophilic factor VIII human
DB13192,"Antihemophilic factor, human"
DB13192,"Antihemophilic factor, human (monoclonal)"
DB13192,"Antihemophilic factor,human"
DB13192,"F8 protein, human"
DB13192,Factor VIII (antihaemophilic factor)
DB13192,Factor VIII (human)
DB13192,"factor VIII, human"
DB13192,FVIII
DB13192,Human coagulation factor VIII
DB13193,Agni casti fructus
DB13193,Chaste tree
DB13193,Vitex agnus-castus fruit extract
DB13194,Hedera helix leaf
DB13194,Hedera helix leaf extract
DB13194,Hederae helicis folium
DB13195,Aesculus hippocastanum
DB13195,Hippocastani semen
DB13195,Horse chestnut
DB13196,Valerian
DB13196,Valerianae radix
DB13197,Kallidinogenase
DB13198,Lactated pepsin
DB13198,Pepsin
DB13198,Pepsin A
DB13198,Pepsin porcine
DB13198,"Pepsin, bovine"
DB13198,Pepsina
DB13198,Saccharated pepsin
DB13199,Brinase
DB13199,Brinolase
DB13200,Lipegfilgrastim
DB13201,Trenonacog alfa
DB13202,(+-)-Piprozolin
DB13202,Piprozolin
DB13202,Piprozolina
DB13202,Piprozoline
DB13202,Piprozolinum
DB13203,Bamifilina
DB13203,Bamifylline
DB13203,Bamifyllinum
DB13204,Dimethylcarbate
DB13205,Teclozan
DB13205,Teclozanum
DB13206,1-(4-Hydroxyphenyl)-1-hydroxy-2-butylaminoethane
DB13206,1-(p-Hydroxyphenyl)-2-butylaminoethanol
DB13206,2-Butylamino-1-p-hydroxyphenylethanol
DB13206,Bametano
DB13206,Bamethan
DB13206,Bamethane
DB13206,Bamethanum
DB13206,N-Butylnorsynephrine
DB13207,(2S)-2-amino-5-guanidino-pentanoic acid;(2S)-2-aminopentanedioic acid
DB13207,2-amino-5-(diaminomethylideneamino)pentanoic acid
DB13207,2-aminoglutaric acid
DB13207,Arginine glutamate
DB13207,L-Arginine L-glutamate
DB13208,Prednylidene
DB13209,Bismuth hydroxide nitrate oxide
DB13209,"Bismuth nitrate, basic"
DB13209,Bismuth subnitrate
DB13209,Bismuthum subnitricum
DB13210,Sodium chlorite
DB13211,Guanoxan
DB13211,Guanoxano
DB13211,Guanoxanum
DB13212,Phenolsulfonphthalein
DB13213,Butaperazine
DB13214,Sulfadicramide
DB13214,Sulfadicrolamide
DB13215,Sulfobromophthalein
DB13216,Oxolamina
DB13216,Oxolamine
DB13216,Oxolaminum
DB13217,4-(4-Chlorophenyl)-2-phenyl-5-thiazoleacetic acid
DB13217,4-(p-Chlorophenyl)-2-phenyl-5-thiazoleacetic acid
DB13217,Fentiazac
DB13217,Fentiazaco
DB13217,Fentiazacum
DB13218,Mandelic acid
DB13219,Medifoxamine
DB13220,Ferrous aspartate
DB13221,Apronal
DB13221,Apronalide
DB13222,Tilbroquinol
DB13223,Fluocortin
DB13223,Fluocortina
DB13225,Dibenzepin
DB13226,"(R,S)-N-Acetylleucin"
DB13226,Acetileucina
DB13226,Acetyl-leucine
DB13226,Acetylleucine
DB13226,Acetylleucinum
DB13226,N-Acetyl-DL-Leucine
DB13227,TBGF
DB13227,Tribenoside
DB13227,Tribenosido
DB13227,Tribenosidum
DB13228,Flosequinan
DB13229,Enibomal
DB13229,Narcobarbital
DB13230,Gestonorone
DB13231,2-Hydroxypropanoic acid calcium salt
DB13231,Calcio lactato
DB13231,Calcium 2-hydroxypropanoate (1:2)
DB13231,Calcium dilactate
DB13231,Calcium lactate
DB13231,Hemicalcium L-lactate
DB13232,suxibuzona
DB13232,Suxibuzone
DB13233,Alaproclate
DB13234,Propanidid
DB13234,Propanidido
DB13234,Propanididum
DB13235,Perboric acid
DB13237,Clofoctol
DB13237,Clofoctolum
DB13237,Octofene
DB13238,1-Methylhexylamine
DB13238,2-Aminoheptane
DB13238,2-Heptanamine
DB13238,2-Heptylamine
DB13238,Tuaminoheptane
DB13238,Tuaminoheptano
DB13238,Tuaminoheptanum
DB13239,Neltenexine
DB13240,Cymarin
DB13240,Cymarine
DB13241,Begelomab
DB13241,"IMMUNOGLOBULIN G2B-KAPPA, ANTI-(HOMO SAPIENS DPP4(DIPEPTIDYLPEPTIDASE 4, DIPEPTIDYLPEPTIDASE IV, ADENOSINE DEAMINASE COMPLEXING PROTEIN 2, ADCP2, TP103, T CELL ACTIVATION ANTIGEN CD26, CD26)), MUS MUSCULUS MONOCLONAL ANTIBODY"
DB13242,"3',5'-cyclic AMP dibutyrate"
DB13242,bucladesina
DB13242,Bucladesine
DB13242,"dibutyryl 3',5'-cyclic AMP"
DB13242,"dibutyryl adenosine 3',5'-cyclic phosphate"
DB13242,"dibutyryl adenosine 3',5'-monophosphate"
DB13242,dibutyryl cAMP
DB13242,"dibutyryl cyclic 3',5'-adenylic acid"
DB13242,"dibutyryl cyclic adenosine 3',5'-monophosphate"
DB13242,dibutyryl cyclic AMP
DB13242,"dibutyryl-3',5'-AMP"
DB13242,"dibutyryladenosine 3',5'-cyclic monophosphate"
DB13242,dibutyryladenosine cyclic monophosphate
DB13243,2-(β-D-ribofuranosyl)-4-thiazolecarboxamide
DB13243,2-Beta-D-ribofuranosyl-4-thiazolecarboxamide
DB13243,2-β-D-ribofuranosyl-4-thiazolecarboxamide
DB13243,TCAR
DB13243,Tiazofurin
DB13243,Tiazofurina
DB13243,Tiazofurine
DB13243,Tiazofurinum
DB13244,Aminomethylbenzoic acid
DB13245,Tetramethylthiuram disulfide
DB13245,Thiram
DB13245,Thirame
DB13245,Thiramum
DB13245,Thiuram
DB13245,Tiramo
DB13246,Quinupramine
DB13247,Pramiracetam
DB13248,Phthalylsulfathiazole
DB13249,Magnesium silicate
DB13250,Methiosulfonium chloride
DB13250,Methylmethionine chloride
DB13251,Octopamine
DB13252,Tropatepine
DB13253,Proxibarbal
DB13254,Prifinium
DB13255,Propatyl nitrate
DB13255,Propatylnitrate
DB13256,Clothiapine
DB13256,Clotiapina
DB13256,Clotiapine
DB13257,Ferrous sulfate anhydrous
DB13257,iron sulfate
DB13257,iron sulfate (1:1)
DB13257,iron(2+) sulfate (anhydrous)
DB13257,iron(II) sulfate
DB13258,Etofamide
DB13259,chloroethane
DB13259,Ethyl chloride
DB13259,monochloroethane
DB13261,Sitafloxacin
DB13262,3-Acetoxyquinuclidine
DB13262,Aceclidina
DB13262,Aceclidine
DB13262,Aceclidinum
DB13263,Quassia
DB13263,Quassia amara
DB13263,Quassia amara wood
DB13263,Surinam quassia wood
DB13264,Duamine
DB13264,Hydrocycline
DB13264,Mepicycline penicillinate
DB13264,Penetracyne
DB13264,Penimepiciclina
DB13264,Penimepicycline
DB13264,Pénimépicycline
DB13264,Penimepicyclinum
DB13264,Pipacycline-penicillin V
DB13264,Pipacycline/penicillin V
DB13265,Hexobendine
DB13266,cefatrizina
DB13266,céfatrizine
DB13266,Cefatrizine
DB13266,cefatrizinum
DB13267,Ritiometan
DB13268,Acetarsol
DB13269,"2,4-dichlorobenzenemethanol"
DB13269,"2,4-dichlorobenzyl alcohol"
DB13269,Alcohol diclorobencílico
DB13270,Dibekacin
DB13270,Dibekacina
DB13270,Dibekacine
DB13270,Dibekacinum
DB13271,Creosota
DB13271,Creosote
DB13271,Wood creosote
DB13272,Meladrazina
DB13272,Meladrazine
DB13272,Méladrazine
DB13272,Meladrazinum
DB13273,Sultopride
DB13273,Sultopridum
DB13273,Sultroprida
DB13274,Micronomicin
DB13275,Clorindione
DB13276,Idanpramine
DB13277,Benziodarone
DB13278,Bucetin
DB13279,Carbocromen
DB13279,Chromonar
DB13280,Aluminium acetoacetate
DB13281,Bromelain
DB13281,Bromelain juice
DB13281,Bromelain protease
DB13281,Bromelaina
DB13281,Bromelaines
DB13281,Bromelains
DB13281,Pineapple protease
DB13282,Benzododecinium
DB13283,solfisomidina
DB13283,Sulfaisodimidine
DB13283,Sulfisomidine
DB13284,Meticrane
DB13285,Etilamfetamine
DB13286,bumadizona
DB13286,Bumadizone
DB13287,Midecamycin acetate
DB13287,Miocamycin
DB13288,Tromantadina
DB13288,Tromantadine
DB13288,Tromantadinum
DB13289,Rimazolium
DB13290,Olaflur
DB13291,Cloridarol
DB13292,Pimethixene
DB13293,Ipecac
DB13293,Ipecac syrup
DB13293,Ipecacuanha
DB13293,Ipsatol
DB13294,Azidamfenicol
DB13294,Azidamfenicolum
DB13294,Azidanfenicol
DB13295,Atracurium
DB13296,propamidina
DB13296,Propamidine
DB13297,Idrocilamide
DB13297,N-(2-hydroxyethyl)cinnamamide
DB13298,Alsactida
DB13298,Alsactide
DB13298,Alsactidum
DB13299,Sulglicotide
DB13300,Epicillin
DB13302,Hachimycin
DB13303,Febarbamate
DB13303,Febarbamato
DB13303,Febarbamatum
DB13303,Phebarbamate
DB13303,Phenobamate
DB13304,triazicuona
DB13304,Triaziquone
DB13305,Tolpropamina
DB13305,Tolpropamine
DB13305,Tolpropaminum
DB13306,"2-methyl-5,7-dichloro-8-hydroxyquinoline"
DB13306,"5,7-dichloro-2-methyl-8-hydroxyquinoline"
DB13306,"5,7-dichloro-2-methyl-8-quinolinol"
DB13306,"5,7-dichloro-8-hydroxy-2-methylquinoline"
DB13306,"5,7-dichloro-8-hydroxyquinaldine"
DB13306,"5,7-dichloro-8-quinaldinol"
DB13306,Chlorchinaldol
DB13306,Chlorquinaldol
DB13306,Chlorquinaldolum
DB13306,Clorquinaldol
DB13307,Proscillaridin
DB13308,Oxametacin
DB13309,Bemproperina
DB13309,Benproperine
DB13309,Benproperinum
DB13310,Centchroman
DB13310,Ormeloxifene
DB13311,Trepibutone
DB13312,Delapril
DB13313,Melevodopa
DB13314,2-{4-[(2-methylprop-2-en-1-yl)amino]phenyl}propionic acid
DB13314,Alminoprofen
DB13314,alminoprofene
DB13314,alminoprofeno
DB13314,alminoprofenum
DB13314,p-((2-Methylallyl)amino)hydratropic acid
DB13314,α-methyl-4-[(2-methyl-2-propenyl)amino]benzeneacetic acid
DB13315,Sobrerol
DB13316,Ibopamine
DB13317,Flunoxaprofen
DB13317,flunoxaprofeno
DB13318,demecolcina
DB13318,Demecolcine
DB13319,Propenidazole
DB13320,Sulfaperin
DB13320,sulfaperina
DB13321,Methiodal
DB13322,Hydrotalcite
DB13323,"1,1-dichloro-2-chloroethylene"
DB13323,acetylene trichloride
DB13323,ethinyl trichloride
DB13323,ethylene trichloride
DB13323,Narcogen
DB13323,TCE
DB13323,trichlor
DB13323,Trichloräthen
DB13323,Trichloräthylen
DB13323,trichloréthylène
DB13323,Trichloroethene
DB13323,Trichloroethylene
DB13323,trichloroéthylène
DB13323,trichloroethylenum
DB13323,triciene
DB13324,Tetrazepam
DB13325,Nifurzide
DB13326,"3,6-diamino-10-methylacridinium chloride"
DB13326,Euflavine
DB13327,Picotamide
DB13328,2-(Butylamino)-6'-chloro-o-acetoluidide
DB13328,2-(Butylamino)-N-(2-chloro-6-methylphenyl)acetamide
DB13328,2-Butylamino-6'-chloro-o-acetotoluidide
DB13328,Butacetoluide
DB13328,Butanilicaina
DB13328,Butanilicaine
DB13328,Butanilicainum
DB13329,Guaiazulene
DB13330,Amezinium metilsulfate
DB13331,Pyrithyldiona
DB13331,Pyrithyldione
DB13331,Pyrithyldionum
DB13332,Dibutyl succinate
DB13332,Dibutylsuccinate
DB13333,Efloxate
DB13334,Mannosulfan
DB13335,Pinazepam
DB13336,Dimethyl phthalate
DB13337,Feneticilina
DB13337,penicillin B
DB13337,Pheneticillin
DB13337,Pheneticilline
DB13337,Pheneticillinum
DB13337,phenoxypropylpenicillin
DB13338,Flurithromycin
DB13338,fluritromicina
DB13339,Etoglucid
DB13340,Suloctidil
DB13341,Fenozolona
DB13341,Fenozolone
DB13341,Fenozolonum
DB13342,Cinepazet
DB13343,tioxolona
DB13343,Tioxolone
DB13344,Mercuric amidochloride
DB13344,"Mercuric chloride, ammoniated"
DB13345,"9,10-dihydroergocristine"
DB13345,DHEC
DB13346,2-(p-Butoxyphenyl)-acetohydroxamic acid
DB13346,4-Butoxy-N-hydroxybenzeneacetamide
DB13346,4-Butoxyphenylacetohydroxamic acid
DB13346,Acide p-butoxyphenylacethydroxamique
DB13346,Bufexamac
DB13346,bufexamaco
DB13346,bufexamacum
DB13346,Bufexamic acid
DB13346,p-Butoxyphenylacetohydroxamic acid
DB13347,Diphenadione
DB13348,Tiadenol
DB13349,Talastine
DB13350,Azanidazole
DB13351,Piperidolate
DB13352,2-(dimethylamino)ethanol
DB13352,Dimethylethanolamine
DB13353,Viminol
DB13354,Phenprobamate
DB13355,Visnadine
DB13356,Mesulfen
DB13357,Styramate
DB13358,Cibenzoline
DB13358,Cifenline
DB13359,(+)-magnesium aspartate tetrahydrate
DB13359,"Aspartic acid, magnesium salt"
DB13359,Magnesium aspartate
DB13359,Magnesium aspartate tetrahydrate
DB13360,Tolciclate
DB13361,Trimethyldiphenylpropylamine
DB13362,Ethylphenacemide
DB13362,Feneturida
DB13362,Pheneturide
DB13362,Pheneturidum
DB13362,Phenylethylacetyluree
DB13363,Oxaceprol
DB13364,Feprazone
DB13365,Calcium lactate gluconate
DB13366,Chlorowodor
DB13366,Chlorure d'hydrogène
DB13366,Chlorwasserstoff
DB13366,Cloruro de hidrógeno
DB13366,Hydrochloric acid
DB13366,Hydrogenchlorid
DB13366,Wasserstoffchlorid
DB13367,Cloricromen
DB13368,Motretinide
DB13369,Benzilone
DB13369,Benzilonium
DB13370,Bromisoval
DB13370,Bromisovalum
DB13373,Acriflavine
DB13374,Vincamina
DB13374,Vincamine
DB13375,Edrecolomab
DB13376,Succinimide
DB13377,Vinbarbital
DB13377,Vinbarbitalum
DB13378,Norfenefrine
DB13379,Chiniofon
DB13380,Difemerine
DB13381,Feredato de sodio
DB13381,Ferédétate de sodium
DB13381,Ferric sodium EDTA
DB13381,Ferric sodium ethylenediaminetetraacetate
DB13381,Ferrostrane
DB13381,Ferrostrene
DB13381,Monosodium ferric EDTA
DB13381,Natrii feredetas
DB13381,Sodium feredetate
DB13381,Sodium ferric EDTA
DB13381,Sodium iron EDTA
DB13381,Sodium ironedetate
DB13382,Chlorproethazine
DB13383,Diiodohydroxypropane
DB13384,Melitracen
DB13384,Melitraceno
DB13385,Dihydroergocryptine
DB13386,Epimestrol
DB13387,Hematin
DB13389,Iopydol
DB13392,Merbromin
DB13392,Merbromina
DB13392,Merbromine
DB13392,Merbrominum
DB13392,Mercurochrome
DB13393,Emetine
DB13394,"1-(3,4-DIHYDROXYPHENYL)-2-(METHYLAMINO)ETHANONE"
DB13394,"3',4'-dihydroxy-2-(methylamino)acetophenone"
DB13394,4-Methylaminoacetocatechol
DB13394,Adrenalona
DB13394,Adrenalone
DB13394,Adrenone
DB13394,"ETHANONE, 1-(3,4-DIHYDROXYPHENYL)-2-(METHYLAMINO)-"
DB13395,Eprozinol
DB13396,amino(diphenylhydantoin) valeric acid
DB13396,Citrullamon V
DB13396,Neocitrullamon
DB13396,Phenytoin-3-norvaline
DB13397,Prenoxdiazine
DB13398,Oxyfedrine
DB13399,Tergurida
DB13399,Terguride
DB13399,Terguridum
DB13400,Linsidomina
DB13400,Linsidomine
DB13400,Linsidominum
DB13401,Metildigoxin
DB13401,Metildigoxina
DB13402,Acetylglycinamide chloral hydrate
DB13403,Oxypertine
DB13404,Edetate sodium
DB13404,EDTA sodium
DB13404,Sodium edetate
DB13405,Mefruside
DB13406,Carbutamida
DB13406,Carbutamide
DB13406,Carbutamidum
DB13407,Nifenazone
DB13408,"2-methyl-2-propylpropane-1,3-diyl dinitrate"
DB13408,Methylpropylpropanediol dinitrate
DB13409,Rokitamycin
DB13410,Guanoxabenz
DB13411,Lofepramine
DB13412,Pirisudanol
DB13413,Phenglutarimide
DB13414,Feniramidol
DB13414,Fenyramidol
DB13414,Fenyramidolum
DB13414,Phenyramidol
DB13415,Pentetrazol
DB13415,Pentylenetetrazol
DB13416,Sulbutiamina
DB13416,Sulbutiamine
DB13417,Morinamide
DB13418,Moxestrol
DB13419,Troxipide
DB13420,Thiazinam
DB13420,Thiazinamium
DB13421,2'-Deoxy-5-ethyluridine
DB13421,5-Ethyl-2'-deoxyuridine
DB13421,Edoxudine
DB13422,Nicofuranose
DB13423,Ferric hydroxide
DB13424,Clofenotane
DB13424,DDT
DB13424,Dichlorodiphenyltrichloroethane
DB13425,flutrimazol
DB13425,Flutrimazole
DB13427,Aureotope
DB13427,Gold (198 Au)
DB13427,Gold (198 Au) colloidal
DB13427,Gold (198Au) colloidal
DB13427,Gold Au 198
DB13427,Gold-198
DB13427,"Gold, Au-198"
DB13427,"Gold, radioactive, colloidal"
DB13428,Iobenzamic acid
DB13429,Tolonidine
DB13430,Mebutizide
DB13431,proglumida
DB13431,Proglumide
DB13432,Lonazolac
DB13432,lonazolaco
DB13433,Simfibrate
DB13434,Fenticonazole
DB13435,Endralazina
DB13435,Endralazine
DB13435,Endralazinum
DB13436,Droxypropine
DB13437,Medazepam
DB13438,Prolintane
DB13439,Fenpiprane
DB13441,Niceritrol
DB13442,Citiolona
DB13442,Citiolone
DB13442,Citiolonum
DB13443,(-)-Atenolol
DB13443,(S)-4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)benzeneacetamide
DB13443,2-(p-((2S)-2-hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide
DB13443,Esatenolol
DB13443,S-(-)-4-(2-Hydroxy-3-isopropylaminopropoxy)phenylacetamide
DB13443,S-atenolol
DB13444,Acide ioxitalamique
DB13444,Acido ioxitalamico
DB13444,Acidum ioxitalamicum
DB13444,Ioxitalamic acid
DB13445,Nepinalone
DB13446,Guar gum
DB13447,Prethcamide
DB13448,Mazaticol
DB13449,Proxyphylline
DB13451,Tioclomarol
DB13452,Cadralazina
DB13452,Cadralazine
DB13452,Cadralazinum
DB13453,Xenon
DB13453,Xenon gas
DB13454,Nicomorphine
DB13455,4-amino-3-phenylbutyric acid
DB13455,Phenibut
DB13456,Espinomycin A
DB13456,Medecamycin A1
DB13456,Medemycin A1
DB13456,Midecamycin
DB13456,Midecamycin A1
DB13456,Momicine
DB13456,Mydecamycin A1
DB13456,Platenomycin B1
DB13456,Rubimycin
DB13456,Turimycin P3
DB13457,Oxaflozane
DB13458,Thebacon
DB13459,Pecilocin
DB13460,Ronifibrate
DB13461,Cefcapene
DB13461,cefcapeno
DB13462,Bephenium
DB13463,Oxetorone
DB13464,Ornipressin
DB13465,Ciclobendazol
DB13465,Ciclobendazole
DB13465,Ciclobendazolum
DB13465,Cyclobendazole
DB13466,deptropina
DB13466,Deptropine
DB13467,Lanatoside C
DB13468,Ethybenztropine
DB13468,Etybenzatropine
DB13469,fanquinona
DB13469,Phanquinone
DB13469,Phanquone
DB13470,CDZM
DB13470,Cefodizima
DB13470,Cefodizime
DB13470,Cefodizimum
DB13471,Nalfurafine
DB13472,Cyclofenil
DB13473,Antimony pentasulfide
DB13474,Tipepidine
DB13475,Furazidin
DB13475,Furazidine
DB13476,Diisopromine
DB13477,Lyapolate sodium
DB13477,Sodium apolate
DB13478,Meptazinol
DB13479,Histapyrrodine
DB13480,Lentinan
DB13481,Tenidap
DB13481,Tenidapum
DB13482,Dimefline
DB13483,Etamsylate
DB13483,Ethamsylate
DB13484,Quinbolone
DB13485,Sulfametomidine
DB13486,Magnesium peroxide
DB13487,Norcholestenol iodomethyl i-131
DB13488,"3-((1-Benzylcycloheptyl)oxy)-N,N-dimethylpropylamin"
DB13488,Benciclano
DB13488,Bencyclane
DB13488,Bencyclanum
DB13489,Bamipine
DB13490,Hidrosmin
DB13490,Hidrosmina
DB13491,Fluperolone
DB13492,Policresulen
DB13493,ciclobutirol
DB13493,Cyclobutyrol
DB13494,Dimetofrine
DB13496,Iprindole
DB13497,Valethamate
DB13499,Cefsulodin
DB13499,cefsulodino
DB13500,Otilonium
DB13501,Bendazac
DB13501,bendazaco
DB13502,Budipine
DB13503,Bactratycin
DB13503,Hydrotricine
DB13503,Tirotricina
DB13503,Tyrothricin
DB13503,Tyrothricine
DB13503,Tyrothricinum
DB13504,Cefetamet
DB13504,Céfétamet
DB13504,Cefetametum
DB13505,Emepronium
DB13506,Carbenicillin phenyl
DB13506,Carfecilina
DB13506,Carfecillin
DB13506,Carfecilline
DB13506,Carfecillinum
DB13507,Poldine
DB13508,Cloranolol
DB13508,Cloranololum
DB13508,Tobanum
DB13509,Aloxiprin
DB13510,Buflomedil
DB13511,Cleboprida
DB13511,Clebopride
DB13512,Clefamide
DB13513,"2,4,6-tribromo-m-cresol"
DB13514,Pranoprofen
DB13515,l-methadone
DB13515,Levomethadone
DB13516,Chlordantoin
DB13516,Clodantoin
DB13517,Angiotensin amide
DB13517,Angiotensinamida
DB13517,Angiotensinamide
DB13517,Angiotensinamidum
DB13518,(Alginate)n
DB13518,(Alginate)n+1
DB13518,algin
DB13518,alginate
DB13518,Alginic acid
DB13518,Norgine
DB13519,Cerium oxalate
DB13519,Cerous oxalate
DB13520,Metergolina
DB13520,Metergoline
DB13520,Metergolinum
DB13521,AAV1-LPL S447X
DB13521,AAV1-LPL(S447X)
DB13521,Alipogene tiparvovec
DB13522,Temgicoluril
DB13522,Tetramethylglycoluril
DB13523,Veraliprida
DB13523,Veralipride
DB13523,Veralipridum
DB13524,"1-Phenyl-2,3-dimethyl-4-isopropyl-3-pyrazolin-5-one"
DB13524,"1-Phenyl-2,3-dimethyl-4-isopropylpyrazol-5-one"
