drug_id,category
DB09508,Biopolymers
DB09508,Carbohydrates
DB09508,"Compounds used in a research, industrial, or household setting"
DB09508,Contrast Media
DB09508,Diagnostic Uses of Chemicals
DB09508,Ferrous Compounds
DB09508,Glucans
DB09508,Iron Compounds
DB09508,Macromolecular Substances
DB09508,Magnetic Iron Oxide Nanoparticles
DB09508,Metal Nanoparticles
DB09508,Nanoparticles
DB09508,Nanostructures
DB09508,Polymers
DB09508,Polysaccharides
DB09508,Suspensions
DB09510,Diagnostic Agents
DB09510,Helicobacter pylori Diagnostic
DB09511,Antiperspirants
DB09511,"Compounds used in a research, industrial, or household setting"
DB09511,Cosmetics
DB09511,Magnesium Compounds
DB09511,Metal cations
DB09511,Metal divalent cations
DB09511,Minerals
DB09511,Silicates
DB09511,Silicon Compounds
DB09512,Antifoaming Agents
DB09512,"Compounds used in a research, industrial, or household setting"
DB09512,Dermatologicals
DB09512,Dimethylpolysiloxanes
DB09512,Emollients
DB09512,Macromolecular Substances
DB09512,Organosilicon Compounds
DB09512,Polymers
DB09512,Silicon Compounds
DB09512,Silicones
DB09512,Siloxanes
DB09512,Surface-Active Agents
DB09513,Radioactive Diagnostic Agent
DB09516,Antioxidants
DB09516,Benzene Derivatives
DB09516,Biological Factors
DB09516,"Compounds used in a research, industrial, or household setting"
DB09516,Depigmenting Agents
DB09516,Dermatologicals
DB09516,Ethers
DB09516,Lentigo
DB09516,Melanin Synthesis Inhibitors
DB09516,Methyl Ethers
DB09516,Phenols
DB09516,Phenyl Ethers
DB09516,Protective Agents
DB09516,Skin Lightening Agent
DB09517,Iron Preparations
DB09517,Parenteral Iron Replacement
DB09526,Antioxidants
DB09526,Benzene Derivatives
DB09526,Biological Factors
DB09526,"Compounds used in a research, industrial, or household setting"
DB09526,Depigmenting Agents
DB09526,Dermatologicals
DB09526,Melanin Synthesis Inhibitor
DB09526,Melanin Synthesis Inhibitors
DB09526,Mutagens
DB09526,Noxae
DB09526,Phenols
DB09526,Protective Agents
DB09526,Radiation-Protective Agents
DB09526,Toxic Actions
DB09527,Gastrointestinal Agents
DB09527,Secretin
DB09531,Diagnostic Agents
DB09531,"Hydrocarbons, Fluorinated"
DB09531,"Hydrocarbons, Halogenated"
DB09531,Ultrasound Contrast Activity
DB09531,Ultrasound Contrast Media
DB09532,"Amino Acids, Peptides, and Proteins"
DB09532,Diagnostic Agents
DB09532,Gastrointestinal Agents
DB09532,Gastrointestinal Hormones
DB09532,Hormones
DB09532,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB09532,Nerve Tissue Proteins
DB09532,Neuropeptides
DB09532,Peptide Hormones
DB09532,Peptides
DB09532,Proteins
DB09532,Secretin
DB09532,Secretin-class Hormone
DB09532,Tests for Pancreatic Function
DB09534,Acids
DB09534,"Acids, Noncarboxylic"
DB09534,Bicyclic Monoterpenes
DB09534,Bridged-Ring Compounds
DB09534,"Compounds used in a research, industrial, or household setting"
DB09534,Cosmetics
DB09534,Dermatologicals
DB09534,Monoterpenes
DB09534,Norbornanes
DB09534,Protective Agents
DB09534,Radiation-Protective Agents
DB09534,Sulfur Acids
DB09534,Sulfur Compounds
DB09534,Sunscreen Agents
DB09534,Terpenes
DB09535,"Acids, Acyclic"
DB09535,Sunscreen Agents
DB09536,Astringents and Deodorants
DB09536,Biocompatible Materials
DB09536,Coloring Agents
DB09536,"Compounds used in a research, industrial, or household setting"
DB09536,Cosmetics
DB09536,Dermatologicals
DB09536,Elements
DB09536,Metals
DB09536,"Metals, Light"
DB09536,Photosensitizing Agents
DB09536,Protective Agents
DB09536,Radiation-Protective Agents
DB09536,Radiation-Sensitizing Agents
DB09536,Sunscreen Agents
DB09536,Transition Elements
DB09536,"Water Pollutants, Chemical"
DB09537,"Anti-Infective Agents, Local"
DB09539,Autacoids
DB09539,Biological Factors
DB09539,"Diet, Food, and Nutrition"
DB09539,Dietary Fats
DB09539,"Dietary Fats, Unsaturated"
DB09539,Eicosanoids
DB09539,Fats
DB09539,Fatty Acids
DB09539,"Fatty Acids, Omega-3"
DB09539,"Fatty Acids, Unsaturated"
DB09539,Fish Oils
DB09539,Food
DB09539,Inflammation Mediators
DB09539,Lipids
DB09539,Nootropic Agents
DB09539,Oils
DB09539,Pharmaceutical Preparations
DB09539,Physiological Phenomena
DB09543,"Acids, Carbocyclic"
DB09543,Analgesics
DB09543,Antirheumatic Agents
DB09543,Benzene Derivatives
DB09543,Benzoates
DB09543,Betula
DB09543,Biological Products
DB09543,Complex Mixtures
DB09543,"Compounds used in a research, industrial, or household setting"
DB09543,Fixatives
DB09543,Gaultheria
DB09543,Hydroxy Acids
DB09543,Hydroxybenzoates
DB09543,Lipids
DB09543,Oils
DB09543,Pharmaceutical Preparations
DB09543,Phenols
DB09543,Plant Preparations
DB09543,Salicylates
DB09546,Drugs that are Mainly Renally Excreted
DB09546,Radioactive Diagnostic Agent
DB09546,Radiopharmaceutical Activity
DB09550,Anti-Bacterial Agents
DB09551,Blood and Blood Forming Organs
DB09551,Deoxyribonucleases
DB09551,Enzymes
DB09551,Enzymes and Coenzymes
DB09551,Esterases
DB09551,Hydrolases
DB09552,Amines
DB09552,Ammonium Compounds
DB09552,Nitrogen Compounds
DB09552,Onium Compounds
DB09552,Surface-Active Agents
DB09555,Agents that reduce seizure threshold
DB09555,Cytochrome P-450 CYP2D6 Inhibitors
DB09555,Cytochrome P-450 CYP2D6 Inhibitors (strength unknown)
DB09555,Cytochrome P-450 CYP2D6 Substrates
DB09555,Cytochrome P-450 CYP3A Substrates
DB09555,Cytochrome P-450 CYP3A4 Substrates
DB09555,Cytochrome P-450 Enzyme Inhibitors
DB09555,Cytochrome P-450 Substrates
DB09555,Histamine Agents
DB09555,Histamine Antagonists
DB09555,Histamine H1 Antagonists
DB09555,Moderate Risk QTc-Prolonging Agents
DB09555,Neurotransmitter Agents
DB09555,OCT1 inhibitors
DB09555,OCT1 substrates
DB09555,OCT2 Inhibitors
DB09555,Pyridines
DB09555,QTc Prolonging Agents
DB09555,Stereoisomerism
DB09559,"Amino Acids, Peptides, and Proteins"
DB09559,Antibodies
DB09559,"Antibodies, Monoclonal"
DB09559,Antineoplastic Agents
DB09559,"Antineoplastic Agents, Immunological"
DB09559,Antineoplastic and Immunomodulating Agents
DB09559,Blood Proteins
DB09559,Cancer immunotherapy
DB09559,EGFR (Epidermal Growth Factor Receptor) inhibitors
DB09559,Epidermal Growth Factor Receptor Antagonist
DB09559,"ErbB Receptors, antagonists & inhibitors"
DB09559,Globulins
DB09559,HER1 Antagonists
DB09559,Immunoglobulins
DB09559,Immunoproteins
DB09559,Immunotherapy
DB09559,Monoclonal antibodies and antibody drug conjugates
DB09559,Narrow Therapeutic Index Drugs
DB09559,Proteins
DB09559,Serum Globulins
DB09561,Alcohols
DB09561,Blood and Blood Forming Organs
DB09561,Blood Substitutes and Perfusion Solutions
DB09561,Carbohydrates
DB09561,Electrolyte Solutions
DB09561,I.V. Solution Additives
DB09561,Lipids
DB09561,Membrane Lipids
DB09561,Phosphate salts
DB09561,Phospholipids
DB09561,Sugar Alcohols
DB09561,Sugar Phosphates
DB09561,Triose Sugar Alcohols
DB09563,Radioactive Diagnostic Agent
DB09563,Radiopharmaceutical Activity
DB09564,Alimentary Tract and Metabolism
DB09564,"Amino Acids, Peptides, and Proteins"
DB09564,Blood Glucose Lowering Agents
DB09564,Cytochrome P-450 CYP1A2 Inducers
DB09564,Cytochrome P-450 CYP1A2 Inducers (strength unknown)
DB09564,Cytochrome P-450 Enzyme Inducers
DB09564,Drugs Used in Diabetes
DB09564,Hormones
DB09564,"Hormones, Hormone Substitutes, and Hormone Antagonists"
DB09564,Insulin
DB09564,Insulin Analog
DB09564,"Insulin, Long-Acting"
DB09564,Long-acting Insulins
DB09564,Pancreatic Hormones
DB09564,Peptide Hormones
DB09564,Peptides
DB09567,Biological Products
DB09567,"Diet, Food, and Nutrition"
DB09567,Dietary Fats
DB09567,"Dietary Fats, Unsaturated"
DB09567,Fats
DB09567,"Fats, Unsaturated"
DB09567,Food
DB09567,Lipid Emulsion
DB09567,Lipids
DB09567,Oils
DB09567,Physiological Phenomena
DB09567,Plant Oils
DB09567,Plant Preparations
DB09568,"Fatty Acids, Omega-3"
DB09570,Antineoplastic Agents
DB09570,Antineoplastic and Immunomodulating Agents
DB09570,Cytochrome P-450 CYP1A2 Substrates
DB09570,Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP2B6 Substrates
DB09570,Cytochrome P-450 CYP2B6 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP2C19 Substrates
DB09570,Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP2C8 Substrates
DB09570,Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP2C9 Substrates
DB09570,Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP2D6 Substrates
DB09570,Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 CYP3A Substrates
DB09570,Cytochrome P-450 CYP3A4 Substrates
DB09570,Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index
DB09570,Cytochrome P-450 Substrates
DB09570,Drugs that are Mainly Renally Excreted
DB09570,Narrow Therapeutic Index Drugs
DB09570,P-glycoprotein substrates
DB09570,P-glycoprotein substrates with a Narrow Therapeutic Index
DB09570,Proteasome Inhibitors
DB09876,Inactivated Clostridium Tetani Vaccine
DB09877,Inactivated Corynebacterium Diphtheriae Vaccine
DB10061,Diphtheria Vaccines
DB10061,Meningococcal Vaccines
DB10061,Vaccines
DB10062,Actively Acquired Immunity
DB10062,Antiinfectives for Systemic Use
DB10062,Immune Sera
DB10062,Immune Sera and Immunoglobulins
DB10062,Inactivated Rabies Virus Vaccine
DB10062,Rabies Vaccines
DB10062,Vaccines
DB10076,Actively Acquired Immunity
DB10076,Haemophilus Vaccines
DB10076,Inactivated Haemophilus Influenzae B Vaccine
DB10276,Actively Acquired Immunity
DB10276,Antiinfectives for Systemic Use
DB10276,Biological Products
DB10276,Complex Mixtures
DB10276,Live Attenuated Rotavirus Vaccine
DB10276,Live Rotavirus Vaccine
DB10276,Rota Virus Diarrhea Vaccines
DB10276,Vaccines
DB10276,Viral Vaccines
DB10283,Actively Acquired Immunity
DB10283,Antiinfectives for Systemic Use
DB10283,Biological Products
DB10283,Complex Mixtures
DB10283,Immune Sera
DB10283,Immune Sera and Immunoglobulins
DB10283,Inactivated Rabies Virus Vaccine
DB10283,Rabies Vaccines
DB10283,Vaccines
DB10283,Viral Vaccines
DB10286,Actively Acquired Immunity
DB10286,Inactivated Pneumococcal Vaccine
DB10287,Actively Acquired Immunity
DB10287,Inactivated Pneumococcal Vaccine
DB10288,Actively Acquired Immunity
DB10288,Inactivated Pneumococcal Vaccine
DB10289,Actively Acquired Immunity
DB10289,Inactivated Pneumococcal Vaccine
DB10290,Actively Acquired Immunity
DB10290,Inactivated Pneumococcal Vaccine
DB10291,Actively Acquired Immunity
DB10291,Inactivated Pneumococcal Vaccine
DB10292,Actively Acquired Immunity
DB10292,Inactivated Pneumococcal Vaccine
DB10293,Actively Acquired Immunity
DB10293,Inactivated Pneumococcal Vaccine
DB10294,Actively Acquired Immunity
DB10294,Inactivated Pneumococcal Vaccine
DB10295,Actively Acquired Immunity
DB10295,Inactivated Pneumococcal Vaccine
DB10296,Actively Acquired Immunity
DB10296,Inactivated Pneumococcal Vaccine
DB10297,Actively Acquired Immunity
DB10297,Inactivated Pneumococcal Vaccine
DB10298,Actively Acquired Immunity
DB10298,Inactivated Pneumococcal Vaccine
DB10299,Actively Acquired Immunity
DB10299,Cancer immunotherapy
DB10299,Immunotherapy
DB10299,Inactivated Human Papillomavirus Vaccine
DB10300,Actively Acquired Immunity
DB10300,Cancer immunotherapy
DB10300,Immunotherapy
DB10300,Inactivated Human Papillomavirus Vaccine
DB10301,Actively Acquired Immunity
DB10301,"Amino Acids, Peptides, and Proteins"
DB10301,Cancer immunotherapy
DB10301,Human papillomavirus 16
DB10301,Immunotherapy
DB10301,Inactivated Human Papillomavirus Vaccine
DB10301,Neoplasm Proteins
DB10301,Nucleocapsid Proteins
DB10301,Oncogene Proteins
DB10301,Proteins
DB10301,Viral Proteins
DB10301,Viral Structural Proteins
DB10302,Actively Acquired Immunity
DB10302,Cancer immunotherapy
DB10302,Immunotherapy
DB10302,Inactivated Human Papillomavirus Vaccine
DB10310,Cancer immunotherapy
DB10310,Immunotherapy
DB10311,Cancer immunotherapy
DB10311,Immunotherapy
DB10312,Cancer immunotherapy
DB10312,Immunotherapy
DB10313,Cancer immunotherapy
DB10313,Immunotherapy
DB10314,Cancer immunotherapy
DB10314,Immunotherapy
DB10315,Actively Acquired Immunity
DB10315,Live Attenuated Measles Virus Vaccine
DB10315,Vaccines
DB10316,Actively Acquired Immunity
DB10316,Live Mumps Virus Vaccine
DB10316,Vaccines
DB10317,Actively Acquired Immunity
DB10317,Antiinfectives for Systemic Use
DB10317,Live Attenuated Rubella Virus Vaccine
DB10317,Live vaccines
DB10317,Measles vaccines
DB10317,Rubella Vaccines
DB10317,Vaccines
DB10317,Viral Vaccines
DB10318,Actively Acquired Immunity
DB10318,Antiinfectives for Systemic Use
DB10318,Biological Products
DB10318,Complex Mixtures
DB10318,Herpesvirus Vaccines
DB10318,Live Attenuated Herpes Zoster Virus Vaccine
DB10318,Live Attenuated Varicella Zoster Virus Vaccine
DB10318,Live vaccines
DB10318,Vaccines
DB10318,Varicella Zoster Vaccines
DB10318,Viral Vaccines
DB10319,Actively Acquired Immunity
DB10319,Inactivated Pneumococcal Vaccine
DB10320,Actively Acquired Immunity
DB10320,Inactivated Pneumococcal Vaccine
DB10321,Actively Acquired Immunity
DB10321,Inactivated Pneumococcal Vaccine
DB10322,Actively Acquired Immunity
DB10322,Inactivated Pneumococcal Vaccine
DB10323,Actively Acquired Immunity
DB10323,Inactivated Pneumococcal Vaccine
DB10324,Actively Acquired Immunity
DB10324,Inactivated Pneumococcal Vaccine
DB10325,Actively Acquired Immunity
DB10325,Inactivated Pneumococcal Vaccine
DB10326,Actively Acquired Immunity
DB10326,Inactivated Pneumococcal Vaccine
DB10327,Actively Acquired Immunity
DB10327,Inactivated Pneumococcal Vaccine
DB10328,Actively Acquired Immunity
DB10328,Inactivated Pneumococcal Vaccine
DB10329,Actively Acquired Immunity
DB10329,Inactivated Pneumococcal Vaccine
DB10330,Actively Acquired Immunity
DB10330,Inactivated Pneumococcal Vaccine
DB10331,Actively Acquired Immunity
DB10331,Inactivated Pneumococcal Vaccine
DB10332,Actively Acquired Immunity
DB10332,Inactivated Pneumococcal Vaccine
DB10333,Actively Acquired Immunity
DB10333,Inactivated Pneumococcal Vaccine
DB10334,Actively Acquired Immunity
DB10334,Inactivated Pneumococcal Vaccine
DB10335,Actively Acquired Immunity
DB10335,Inactivated Pneumococcal Vaccine
DB10336,Actively Acquired Immunity
DB10336,Inactivated Pneumococcal Vaccine
DB10337,Actively Acquired Immunity
DB10337,Inactivated Pneumococcal Vaccine
DB10338,Actively Acquired Immunity
DB10338,Inactivated Pneumococcal Vaccine
DB10339,Actively Acquired Immunity
DB10339,Inactivated Pneumococcal Vaccine
DB10340,Actively Acquired Immunity
DB10340,Inactivated Pneumococcal Vaccine
DB10341,Actively Acquired Immunity
DB10341,Inactivated Pneumococcal Vaccine
DB10342,Actively Acquired Immunity
DB10342,Haemophilus Vaccines
DB10342,Inactivated Haemophilus Influenzae B Vaccine
DB10343,Actively Acquired Immunity
DB10343,Increased Immunologically Active Molecule Activity
DB10343,Increased Macrophage Proliferation
DB10343,Live Attenuated Bacillus Calmette-Guerin Immunotherapy
DB10343,Live Attenuated Bacillus Calmette-Guerin Vaccine
DB10343,Live vaccines
DB10343,Vaccines
DB10344,Cell-mediated Immunity
DB10344,Herbs and Natural Products
DB10344,Increased Histamine Release
DB10344,Non-Standardized Food Allergenic Extract
DB10344,Non-Standardized Plant Allergenic Extract
DB10345,Cell-mediated Immunity
DB10345,Complex Mixtures
DB10345,Increased Histamine Release
DB10345,Increased IgG Production
DB10345,Non-Standardized House Dust Allergenic Extract
DB10345,Particulate Matter
DB10346,Cell-mediated Immunity
DB10346,Increased Histamine Release
DB10346,Increased IgG Production
DB10346,Non-Standardized Pollen Allergenic Extract
DB10348,Cell-mediated Immunity
DB10348,Increased Histamine Release
DB10348,Increased IgG Production
DB10348,Non-Standardized Pollen Allergenic Extract
DB10349,Cell-mediated Immunity
DB10349,Grass Pollen Allergen Extracts
DB10349,Increased Histamine Release
DB10349,Increased IgG Production
DB10349,Non-Standardized Pollen Allergenic Extract
DB10350,Cell-mediated Immunity
DB10350,Increased Histamine Release
DB10350,Increased IgG Production
DB10350,Non-Standardized Pollen Allergenic Extract
DB10351,Allergenic Extracts
DB10351,Cell-mediated Immunity
DB10351,Grass Pollen Allergen Extracts
DB10351,Increased Histamine Release
DB10351,Increased IgG Production
DB10351,Standardized Pollen Allergenic Extract
DB10352,Cell-mediated Immunity
DB10352,Increased Histamine Release
DB10352,Increased IgG Production
DB10352,Non-Standardized Pollen Allergenic Extract
DB10353,Cell-mediated Immunity
DB10353,Grass Pollen Allergen Extracts
DB10353,Increased Histamine Release
DB10353,Increased IgG Production
DB10353,Non-Standardized Pollen Allergenic Extract
DB10354,Cell-mediated Immunity
DB10354,Increased Histamine Release
DB10354,Increased IgG Production
DB10354,Non-Standardized Pollen Allergenic Extract
DB10355,Cell-mediated Immunity
DB10355,Increased Histamine Release
DB10355,Increased IgG Production
DB10355,Non-Standardized Pollen Allergenic Extract
DB10356,Cell-mediated Immunity
DB10356,Increased Histamine Release
DB10356,Increased IgG Production
DB10356,Non-Standardized Pollen Allergenic Extract
DB10357,Cell-mediated Immunity
DB10357,Increased Histamine Release
DB10357,Increased IgG Production
DB10357,Non-Standardized Pollen Allergenic Extract
DB10359,Cell-mediated Immunity
DB10359,Increased Histamine Release
DB10359,Increased IgG Production
DB10359,Non-Standardized Pollen Allergenic Extract
DB10360,Cell-mediated Immunity
DB10360,Increased Histamine Release
DB10360,Increased IgG Production
DB10360,Non-Standardized Pollen Allergenic Extract
DB10361,Cell-mediated Immunity
DB10361,Increased Histamine Release
DB10361,Increased IgG Production
DB10361,Non-Standardized Pollen Allergenic Extract
DB10362,Cell-mediated Immunity
DB10362,Increased Histamine Release
DB10362,Increased IgG Production
DB10362,Non-Standardized Pollen Allergenic Extract
DB10363,Cell-mediated Immunity
DB10363,Increased Histamine Release
DB10363,Increased IgG Production
DB10363,Non-Standardized Pollen Allergenic Extract
DB10364,Cell-mediated Immunity
DB10364,Increased Histamine Release
DB10364,Increased IgG Production
DB10364,Non-Standardized Pollen Allergenic Extract
DB10365,Cell-mediated Immunity
DB10365,Grass Pollen Allergen Extracts
DB10365,Increased Histamine Release
DB10365,Increased IgG Production
DB10365,Non-Standardized Pollen Allergenic Extract
DB10366,Allergenic Extracts
DB10366,Cell-mediated Immunity
DB10366,Grass Pollen Allergen Extracts
DB10366,Increased Histamine Release
DB10366,Increased IgG Production
DB10366,Standardized Pollen Allergenic Extract
DB10368,Cell-mediated Immunity
DB10368,Increased Histamine Release
DB10368,Increased IgG Production
DB10368,Non-Standardized Pollen Allergenic Extract
DB10369,Cell-mediated Immunity
DB10369,Increased Histamine Release
DB10369,Increased IgG Production
DB10369,Non-Standardized Pollen Allergenic Extract
DB10370,Allergenic Extracts
DB10370,Cell-mediated Immunity
DB10370,Grass Pollen Allergen Extracts
DB10370,Increased Histamine Release
DB10370,Increased IgG Production
DB10370,Standardized Pollen Allergenic Extract
DB10371,Cell-mediated Immunity
DB10371,Increased Histamine Release
DB10371,Increased IgG Production
DB10371,Non-Standardized Pollen Allergenic Extract
DB10372,Cell-mediated Immunity
DB10372,Increased Histamine Release
DB10372,Non-Standardized Pollen Allergenic Extract
DB10373,Cell-mediated Immunity
DB10373,Increased Histamine Release
DB10373,Increased IgG Production
DB10373,Non-Standardized Pollen Allergenic Extract
DB10374,Cell-mediated Immunity
DB10374,Increased Histamine Release
DB10374,Increased IgG Production
DB10374,Non-Standardized Pollen Allergenic Extract
DB10375,Cell-mediated Immunity
DB10375,Increased Histamine Release
DB10375,Increased IgG Production
DB10375,Non-Standardized Pollen Allergenic Extract
DB10376,Cell-mediated Immunity
DB10376,Increased Histamine Release
DB10376,Increased IgG Production
DB10376,Non-Standardized Pollen Allergenic Extract
DB10377,Cell-mediated Immunity
DB10377,Increased Histamine Release
DB10377,Increased IgG Production
DB10377,Non-Standardized Pollen Allergenic Extract
DB10378,Cell-mediated Immunity
DB10378,Increased Histamine Release
DB10378,Increased IgG Production
DB10378,Non-Standardized Pollen Allergenic Extract
DB10379,Allergenic Extracts
DB10379,Cell-mediated Immunity
DB10379,Grass Pollen Allergen Extracts
DB10379,Increased Histamine Release
DB10379,Increased IgG Production
DB10379,Standardized Pollen Allergenic Extract
DB10380,Cell-mediated Immunity
DB10380,Increased Histamine Release
DB10380,Increased IgG Production
DB10380,Non-Standardized Pollen Allergenic Extract
DB10381,Cell-mediated Immunity
DB10381,Increased Histamine Release
DB10381,Non-Standardized Pollen Allergenic Extract
DB10382,Cell-mediated Immunity
DB10382,Increased Histamine Release
DB10382,Increased IgG Production
DB10382,Non-Standardized Pollen Allergenic Extract
DB10383,Cell-mediated Immunity
DB10383,Increased Histamine Release
DB10383,Increased IgG Production
DB10383,Non-Standardized Pollen Allergenic Extract
DB10384,Cell-mediated Immunity
DB10384,Increased Histamine Release
DB10384,Non-Standardized Pollen Allergenic Extract
DB10385,Allergenic Extracts
DB10385,Cell-mediated Immunity
DB10385,Increased Histamine Release
DB10385,Increased IgG Production
DB10385,Standardized Pollen Allergenic Extract
DB10386,Cell-mediated Immunity
DB10386,Increased Histamine Release
DB10386,Non-Standardized Pollen Allergenic Extract
DB10387,Cell-mediated Immunity
DB10387,Increased Histamine Release
DB10387,Non-Standardized Pollen Allergenic Extract
DB10388,Cell-mediated Immunity
DB10388,Increased Histamine Release
DB10388,Increased IgG Production
DB10388,Non-Standardized Pollen Allergenic Extract
DB10389,Allergenic Extracts
DB10389,Cell-mediated Immunity
DB10389,Grass Pollen Allergen Extracts
DB10389,Increased Histamine Release
DB10389,Increased IgG Production
DB10389,Standardized Pollen Allergenic Extract
DB10390,Cell-mediated Immunity
DB10390,Increased Histamine Release
DB10390,Non-Standardized Pollen Allergenic Extract
DB10391,Cell-mediated Immunity
DB10391,Increased Histamine Release
DB10391,Increased IgG Production
DB10391,Non-Standardized Pollen Allergenic Extract
DB10392,Cell-mediated Immunity
DB10392,Increased Histamine Release
DB10392,Increased IgG Production
DB10392,Non-Standardized Pollen Allergenic Extract
DB10393,Cell-mediated Immunity
DB10393,Increased Histamine Release
DB10393,Increased IgG Production
DB10393,Non-Standardized Pollen Allergenic Extract
DB10394,Allergenic Extracts
DB10394,Biological Products
DB10394,Cell-mediated Immunity
DB10394,Complex Mixtures
DB10394,Grass Pollen Allergen Extracts
DB10394,Increased Histamine Release
DB10394,Increased IgG Production
DB10394,Standardized Pollen Allergenic Extract
DB10395,Cell-mediated Immunity
DB10395,Grass Pollen Allergen Extracts
DB10395,Increased Histamine Release
DB10395,Increased IgG Production
DB10395,Non-Standardized Pollen Allergenic Extract
DB10396,Cell-mediated Immunity
DB10396,Increased Histamine Release
DB10396,Increased IgG Production
DB10396,Non-Standardized Pollen Allergenic Extract
DB10397,Cell-mediated Immunity
DB10397,Increased Histamine Release
DB10397,Increased IgG Production
DB10397,Non-Standardized Pollen Allergenic Extract
DB10398,Cell-mediated Immunity
DB10398,Increased Histamine Release
DB10398,Increased IgG Production
DB10398,Non-Standardized Pollen Allergenic Extract
DB10399,Allergenic Extracts
DB10399,Cell-mediated Immunity
DB10399,Increased Histamine Release
DB10399,Increased IgG Production
DB10399,Standardized Animal Skin Allergenic Extract
DB10400,Allergenic Extracts
DB10400,Allergens
DB10400,Antigens
DB10400,Biological Factors
DB10400,Cell-mediated Immunity
DB10400,Increased Histamine Release
DB10400,Increased IgG Production
DB10400,Standardized Insect Allergenic Extract
DB10401,Allergenic Extracts
DB10401,Allergens
DB10401,Antigens
DB10401,Biological Factors
DB10401,Cell-mediated Immunity
DB10401,Increased Histamine Release
DB10401,Increased IgG Production
DB10401,Standardized Insect Allergenic Extract
DB10403,Allergenic Extracts
DB10403,Cell-mediated Immunity
DB10403,Grass Pollen Allergen Extracts
DB10403,Increased Histamine Release
DB10403,Increased IgG Production
DB10403,Non-Standardized Pollen Allergenic Extract
DB10403,Standardized Pollen Allergenic Extract
DB10404,Allergenic Extracts
DB10404,Cell-mediated Immunity
DB10404,Grass Pollen Allergen Extracts
DB10404,Increased Histamine Release
DB10404,Increased IgG Production
DB10404,Standardized Pollen Allergenic Extract
DB10406,Cell-mediated Immunity
DB10406,Increased Histamine Release
DB10406,Increased IgG Production
DB10406,Non-Standardized Animal Skin Allergenic Extract
DB10408,Cell-mediated Immunity
DB10408,Increased Histamine Release
DB10408,Increased IgG Production
DB10408,Non-Standardized Plant Allergenic Extract
DB10409,Cell-mediated Immunity
DB10409,Increased Histamine Release
DB10409,Increased IgG Production
DB10409,Non-Standardized Animal Skin Allergenic Extract
DB10410,Cell-mediated Immunity
DB10410,Increased Histamine Release
DB10410,Increased IgG Production
DB10410,Non-Standardized Animal Skin Allergenic Extract
DB10411,Cell-mediated Immunity
DB10411,Increased Histamine Release
DB10411,Increased IgG Production
DB10411,Non-Standardized Plant Fiber Allergenic Extract
DB10412,Cell-mediated Immunity
DB10412,Increased Histamine Release
DB10412,Increased IgG Production
DB10412,Non-Standardized Animal Skin Allergenic Extract
DB10413,Cell-mediated Immunity
DB10413,Increased Histamine Release
DB10413,Increased IgG Production
DB10413,Non-Standardized Plant Allergenic Extract
DB10415,Cell-mediated Immunity
DB10415,Increased Histamine Release
DB10415,Non-Standardized Food Allergenic Extract
DB10416,Cell-mediated Immunity
DB10416,Increased Histamine Release
DB10416,Increased IgG Production
DB10416,Non-Standardized Animal Skin Allergenic Extract
DB10417,Cell-mediated Immunity
DB10417,Increased Histamine Release
DB10417,Increased IgG Production
DB10417,Non-Standardized Insect Allergenic Extract
DB10418,Allergens
DB10418,Antigens
DB10418,Biological Factors
DB10418,Cell-mediated Immunity
DB10418,Increased Histamine Release
DB10418,Increased IgG Production
DB10418,Insect Proteins
DB10418,Non-Standardized Insect Allergenic Extract
DB10419,Cell-mediated Immunity
DB10419,Increased Histamine Release
DB10419,Increased IgG Production
DB10419,Non-Standardized Insect Venom Allergenic Extract
DB10420,Cell-mediated Immunity
DB10420,Increased Histamine Release
DB10420,Increased IgG Production
DB10420,Non-Standardized Feather Allergenic Extract
DB10421,Cell-mediated Immunity
DB10421,Increased Histamine Release
DB10421,Increased IgG Production
DB10421,Non-Standardized Feather Allergenic Extract
DB10422,Cell-mediated Immunity
DB10422,Increased Histamine Release
DB10422,Increased IgG Production
DB10422,Non-Standardized Feather Allergenic Extract
DB10424,Cell-mediated Immunity
DB10424,Increased Histamine Release
DB10424,Increased IgG Production
DB10424,Non-Standardized Fungal Allergenic Extract
DB10425,Cell-mediated Immunity
DB10425,Increased Histamine Release
DB10425,Non-Standardized Fungal Allergenic Extract
DB10426,Cell-mediated Immunity
DB10426,Increased Histamine Release
DB10426,Increased IgG Production
DB10426,Non-Standardized Fungal Allergenic Extract
DB10427,Cell-mediated Immunity
DB10427,Increased Histamine Release
DB10427,Increased IgG Production
DB10427,Non-Standardized Fungal Allergenic Extract
DB10428,Cell-mediated Immunity
DB10428,Increased Histamine Release
DB10428,Increased IgG Production
