synonym_id,synonym
SYN32602,Crotalus scutulatus antivenin
SYN32603,Crotalus scutulatus immune fab antivenin (ovine)
SYN32604,Crotalus atrox antivenin
SYN32605,Crotalus atrox immune fab antivenin (ovine)
SYN32606,Crotalus adamanteus antivenin
SYN32607,Crotalus adamanteus immune fab antivenin (ovine)
SYN32608,Agkistrodon piscivorus antivenin
SYN32609,Agkistrodon piscivorus immune fab antivenin (ovine)
SYN32610,Rhus Glabra Pollen
SYN32611,smooth sumac pollen extract
SYN32612,T Vec
SYN32613,T-Vec
SYN32614,Talimogene laherparepvec
SYN32615,Botulinum Neurotoxin E immune FAB2 (equine)
SYN32616,"BOTULINUM NEUROTOXIN E IMMUNE FAB2, EQUINE"
SYN32617,Equine Botulinum Neurotoxin E Immune FAB2
SYN32618,Botulinum Neurotoxin C immune FAB2 (equine)
SYN32619,"BOTULINUM NEUROTOXIN C IMMUNE FAB2, EQUINE"
SYN32620,Equine Botulinum Neurotoxin C Immune FAB2
SYN32621,Botulinum Neurotoxin G immune FAB2 (equine)
SYN32622,"BOTULINUM NEUROTOXIN G IMMUNE FAB2, EQUINE"
SYN32623,Equine Botulinum Neurotoxin G Immune FAB2
SYN32624,Botulinum Neurotoxin A immune FAB2 (equine)
SYN32625,"BOTULINUM NEUROTOXIN A IMMUNE FAB2, EQUINE"
SYN32626,Equine Botulinum Neurotoxin A Immune FAB2
SYN32627,Botulinum Neurotoxin F immune FAB2 (equine)
SYN32628,"BOTULINUM NEUROTOXIN F IMMUNE FAB2, EQUINE"
SYN32629,Equine Botulinum Neurotoxin F Immune FAB2
SYN32630,Botulinum Neurotoxin D immune FAB2 (equine)
SYN32631,"BOTULINUM NEUROTOXIN D IMMUNE FAB2, EQUINE"
SYN32632,Equine Botulinum Neurotoxin D Immune FAB2
SYN32633,Botulinum Neurotoxin B immune FAB2 (equine)
SYN32634,"BOTULINUM NEUROTOXIN B IMMUNE FAB2, EQUINE"
SYN32635,Equine Botulinum Neurotoxin B Immune FAB2
SYN32636,Cat dander diagnostic allergen extract
SYN32637,Cat dander extract
SYN32638,Felis catus dander
SYN32639,"Antivenin, scorpion"
SYN32640,"Antivenin,centruroides immune Fab2"
SYN32641,Centruroides (scorpion) Immune F(ab')2 (equine)
SYN32642,Centruroides (scorpion) immune F(ab')2 (equine) injection
SYN32643,Centruroides (scorpion) immune F(ab)2 intravenous (equine)
SYN32644,Centruroides (scorpion) immune Fab2 (equine)
SYN32645,Centruroides antivenin
SYN32646,Centruroides antivenin (equine)
SYN32647,Centruroides Fab2 antivenin (equine)
SYN32648,Centruroides suffusus suffusus) (equine)
SYN32649,Mexican scorpion (centruroides) Fab2 antivenin (equine)
SYN32650,Polyvalent mexican scorpion antivenin (horse)
SYN32651,Scorpion (centruroides) Fab2 immunoglobulin (equine)
SYN32652,Scorpion (centruroides) immune Fab2 antivenin (equine)
SYN32653,Aloe
SYN32654,Aloe (aloe barbadensis)
SYN32655,Aloe barbadensis leaf
SYN32656,Aloe barbadensis leaf extract
SYN32657,Aloe barbadensis leaf juice
SYN32658,Aloe barbadensis leaf juice powder
SYN32659,Aloe barbadensis leaf powder
SYN32660,Aloe barbadensis leaf water
SYN32661,Aloe folii extractus (aloe vera)
SYN32662,Aloe folium (aloe vera)
SYN32663,Aloe herba (aloe vera)
SYN32664,Aloe leaf extract
SYN32665,Aloe vera
SYN32666,Aloe vera dry leaf juice
SYN32667,Aloe vera extract
SYN32668,Aloe vera leaf extract
SYN32669,Aloe vera leaf exudate
SYN32670,Aloe vera leaf juice
SYN32671,Aloe vera leaf mucilage
SYN32672,Aloe vera leaf powder
SYN32673,Aloe vera mucilage
SYN32674,Aloes
SYN32675,Aloes (aloe barbadensis)
SYN32676,Aloevera
SYN32677,Barbatos aloe leaf
SYN32678,Curacao aloe leaf
SYN32679,Ghrita kumari leaf
SYN32680,Kanyasara
SYN32681,Lu hui (aloe vera)
SYN32682,Lu hui ye
SYN32683,Luhui (aloe barbadensis)
SYN32684,Botryosphaeria saubinetii
SYN32685,Dichomera saubinetii
SYN32686,Dothidea zeae
SYN32687,Fusarium graminearum
SYN32688,Fusarium roseum
SYN32689,Gibbera saubinetii
SYN32690,Gibberella rosea
SYN32691,Gibberella saubinetii
SYN32692,Gibberella zeae
SYN32693,Gibberella zeae whole
SYN32694,Sphaeria saubinetii
SYN32695,Sphaeria zeae
SYN32696,5-methyl-2-pentylphenol
SYN32697,6-amyl-m-cresol
SYN32698,6-n-amyl-m-cresol
SYN32699,6-n-pentyl-m-cresol
SYN32700,6-pentyl-m-cresol
SYN32701,amilmetacresol
SYN32702,Amyl metacresol
SYN32703,Amylmetacresol
SYN32704,amylmetacresolum
SYN32705,"basic bismuth 3,4,5-trihydroxybenzoate"
SYN32706,basisches Wismutgallat
SYN32707,Bismuth subgallate
SYN32708,Bismuto subgalato
SYN32709,gallic acid bismuth basic salt
SYN32710,Wismutgallathydroxid
SYN32711,Bismuth dipropylacetate
SYN32712,Valproate bismuth
SYN32713,CI Acid Red 92
SYN32714,Cyanosin
SYN32715,D&C Red No. 28
SYN32716,"Disodium 2',4',5',7'-tetrabromo-4,5,6,7-tetrachlorofluorescein"
SYN32717,Phloxine
SYN32718,Coumamycin
SYN32719,Coumermycin
SYN32720,Coumermycin A1
SYN32721,Notomycin A1
SYN32722,Atropa belladona
SYN32723,Atropa belladonna
SYN32724,Belladonna
SYN32725,Deadly nightshade
SYN32726,Volixibat
SYN32727,Autologous T cells transduced with retroviral vector encoding an anti-CD-19 CD28/CD3-zeta chimeric antigen receptor
SYN32728,Axi-cel
SYN32729,Axicabtagene ciloleucel
SYN32730,"4-amino-5-cyano-7-(D-ribofuranosyl)-7H-pyrrolo(2,3-d)pyrimidine"
SYN32731,7-deaza-7-cyanoadenosine
SYN32732,Ahygroscopin-B
SYN32733,Cyanotubericidin
SYN32734,Siromycin
SYN32735,Uramycin B
SYN32736,Vengicide
SYN32737,"1-(3,4-dihydroxyphenyl)-2-methylaminoethane"
SYN32738,"3,4-dihydroxy-N-methylphenethylamine"
SYN32739,"4-(2-methylamino-ethyl)-benzene-1,2-diol"
SYN32740,4-(2-methylaminoethyl)pyrocatechol
SYN32741,Deoxyephinephrine
SYN32742,Deoxyepinephrine
SYN32743,Desoxyepinephrine
SYN32744,Epinin
SYN32745,Epinine
SYN32746,Epyamine
SYN32747,"N-methyl-3,4-dihydroxyphenethylamine"
SYN32748,N-methyldopamine
SYN32749,Dichlorfop-methyl
SYN32750,Diclofop methyl
SYN32751,Diclosan
SYN32752,Hoegrass
SYN32753,Hoelon
SYN32754,Illoxan
SYN32755,Methyldiclofop
SYN32756,2-ethoxy-1-(p-(o-1H-tetrazol-5-ylphenyl)benzyl)-7-benzimidazolecarboxylic acid
SYN32757,Candesartan
SYN32758,2'-C-methylcytidine 3'-O-L-valinyl ester
SYN32759,Valopicitabina
SYN32760,Valopicitabine
SYN32761,2'-C-Mecytosin
SYN32762,2'C-Me-C
SYN32763,Emicizumab
SYN32764,emicizumab-kxwh
SYN32765,gE recombinant Varicella zoster virus (VZV) glycoprotein E
SYN32766,gE: Recombinant Varicella Zoster Virus (VZV) glycoprotein E
SYN32767,Recombinant Varicella zoster virus (VZV) glycoprotein E
SYN32768,Recombinant varicella zoster virus glycoprotein E antigen
SYN32769,(68)Ga-DOTA-TATE
SYN32770,(68Ga)Gallium dotatate
SYN32771,[68Ga] DOTATATE
SYN32772,68Ga DOTA TATE
SYN32773,68Ga-DOTA-TATE
SYN32774,68Ga-DOTATATE
SYN32775,68Ga-DOTATOC
SYN32776,DOTA-octreotate gallium Ga-68
SYN32777,Dotatate gallium Ga-68
SYN32778,Ga 68 DOTATOC
SYN32779,Gallium (68Ga) DOTA-tate
SYN32780,Gallium (68Ga) dotatate
SYN32781,Gallium (Ga 68) dotatate
SYN32782,Gallium 68 dotatate
SYN32783,"Gallium dotatate, Ga-68"
SYN32784,Gallium oxodotreotide Ga-68
SYN32785,Gallium-DOTA-octreotate Ga-68
SYN32786,"Gallium-DOTA-octreotate, Ga-68"
SYN32787,Gatate
SYN32788,Cenegermin
SYN32789,cenegermin-bkbj
SYN32790,"1H-PYRAZOLE, 3-(1,3-BENZODIOXOL-5-YL)-5-(3-BROMOPHENYL)-"
SYN32791,"3-(1,3-BENZODIOXOL-5-YL)-5-(3-BROMOPHENYL)-1H-PYRAZOLE"
SYN32792,Emrusolmin
SYN32793,Semaglutide
SYN32794,Sémaglutide
SYN32795,Relcovaptan
SYN32796,Ulixertinib
SYN32797,"(4-((1S)-1-(Aminomethyl)-2-(isoquinolin-6-ylamino)-2-oxoethyl)phenyl)methyl 2,4- dimethylbenzoate"
SYN32798,Netarsudil
SYN32799,AAV2-hRPE65v2
SYN32800,Recombinant adeno-associated virus retinal pigment epithelium gene vector AAV2-hRPE65v2
SYN32801,VN-rzyl
SYN32802,Voretigene neparvovec
SYN32803,Voretigene Neparvovec-rzyl
SYN32804,"Coagulation Factor IX (Recombinant), GlycoPEGylated"
SYN32805,Nonacog beta pegol
SYN32806,"9-Chloro-2-ethyl-1-methyl-3-(2,2,2-trifluoroethyl)-3H-pyrrolo(3,2-F)quinolin-7(6H)-one"
SYN32807,"2-(4-(Dimethylamino)-6-nitro-1,2,3,4-tetrahydroquinolin-2-yl)-2-methylpropan-1-ol"
SYN32808,"2-Chloro-4-(((1R,2S)-1-(5-(4-cyanophenyl)-1,3,4-oxadiazol-2-yl)-2-hydroxypropyl)amino)-3-methylbenzonitrile"
SYN32809,Vosilasarm
SYN32810,"2,5-Dimethoxy-4-ethylthioamphetamine"
SYN32811,"4-(Ethylthio)-2,5-dimethoxy-alpha-methylbenzeneethanamine"
SYN32812,ALEPH-2
SYN32813,"1,3-bis[4-(7-chloroquinolin-4-yl)piperazin-1-yl]propane"
SYN32814,Piperaquine
SYN32815,testosterone 17β-cyclopentanepropionate
SYN32816,testosterone 17β-cyclopentylpropionate
SYN32817,testosterone 17β-cypionate
SYN32818,Testosterone cipionate
SYN32819,Testosterone cyclopentanepropionate
SYN32820,Testosterone cyclopentylpropionate
SYN32821,Testosterone cypionate
SYN32822,Testosterone enanthate
SYN32823,Testosterone heptanoate
SYN32824,Testosterone undecanoate
SYN32825,Testosterone undeconate
SYN32826,Testosterone undecylate
SYN32827,Testosterone 17-enanthate 3-benzilic acid hydrazone
SYN32828,Testosterone enantate benzilic acid hydrazone
SYN32829,Testosterone enanthate benzilic acid hydrazone
SYN32830,25CN-NBOH
SYN32831,"N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine"
SYN32832,NBOH-2C-CN
SYN32833,FE (III) ION
SYN32834,Fe(III)
SYN32835,Ferric cation
SYN32836,Ferric ion
SYN32837,iron(3+)
SYN32838,"(2,3-Dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl)methanone monomethanesulfonate"
SYN32839,Androstanolone acetate
SYN32840,Dihydrotestosterone acetate
SYN32841,Stanolone acetate
SYN32842,E3A
SYN32843,Estradiol 3-acetate
SYN32844,Estradiol acetate
SYN32845,Estradiol-3-acetate
SYN32846,benzoato de estradiol
SYN32847,Estradiol benzoate
SYN32848,Estradiol cypionate
SYN32849,Estradiol dienantate
SYN32850,Estradiol dienanthate
SYN32851,Estradiol valerate
SYN32852,"N-(2,4-Dimethylphenyl)-2,2,2-trifluoro-N'-[(E)-(3-methoxyphenyl)methylene]acetohydrazide"
SYN32853,17beta-Hydroxy-7alpha-methylestr-4-en-3-one acetate
SYN32854,17β-Hydroxy-7α-methylestr-4-en-3-one acetate
SYN32855,7α-methyl-19-nortestosterone 17β-acetate
SYN32856,7α-Methyl-19-nortestosterone acetate
SYN32857,Orgasteron acetate
SYN32858,Trestolone acetate
SYN32859,Caprylic/capric triglyceride
SYN32860,Caprylic/capric triglycerides
SYN32861,"Coconut oil, fractioned"
SYN32862,Fractionated coconut oil
SYN32863,Fractionated triglyceride of coconut oil
SYN32864,MCT
SYN32865,Medium chain triglyceride
SYN32866,Medium-chain glycerides
SYN32867,"Triglycerides, medium-chain"
SYN32868,"2-Bromo-2-nitropropane-1,3-diol"
SYN32869,"2-Nitro-2-bromo-1,3-propanediol"
SYN32870,beta-Bromo-beta-nitrotrimethyleneglycol
SYN32871,Bronopol
SYN32872,Bronopolu
SYN32873,Bronopolum
SYN32874,Fish oil
SYN32875,Fish oil containing omega-3 acids
SYN32876,Fish oils
SYN32877,Fishoil
SYN32878,Omega-3 fish oil
SYN32879,Calcii saccharas
SYN32880,Calcium D-glucarate
SYN32881,Calcium D-saccharate
SYN32882,Calcium glucarate
SYN32883,Calcium saccharate
SYN32884,Sacarato calcico
SYN32885,Saccharate de calcium
SYN32886,Saccharated lime
SYN32887,2-Dichlorobenzene
SYN32888,o-dichlorbenzene
SYN32889,o-Dichlorbenzol
SYN32890,o-Dichlorobenzene
SYN32891,ODB
SYN32892,ODCB
SYN32893,ortho-Dichlorobenzene
SYN32894,Orthodichlorobenzene
SYN32895,orthodichlorobenzol
SYN32896,Arachis oil
SYN32897,Earthnut oil
SYN32898,Groundnut oil
SYN32899,Indigenous peanut oil
SYN32900,"Oils, peanut"
SYN32901,Peanut oil
SYN32902,Frog's-britches whole
SYN32903,Huntsman's-horns whole
SYN32904,Pitcher plant
SYN32905,Pitcherplant whole
SYN32906,Purple pitcherplant whole
SYN32907,Sarracenia purpura
SYN32908,Sarracenia Purpurea
SYN32909,Sarracenia purpurea l.
SYN32910,Sarracenia purpurea whole
SYN32911,Sarracenia rosea whole
SYN32912,Sidesaddle-flower whole
SYN32913,1-Methylethyl tetradecanoate
SYN32914,Isopropyl myristate
SYN32915,Isopropyl tetradecanoate
SYN32916,Patent Blue
SYN32917,patent blue violet
SYN32918,Human plasma protein
SYN32919,Human plasma protein fraction
SYN32920,Human plasma proteins
SYN32921,Plasma protein fraction
SYN32922,Plasma protein fraction (human)
SYN32923,Plasma protein fraction human
SYN32924,"Plasma protein fraction,human"
SYN32925,"Ammonium, decyldimethyloctyl, chloride"
SYN32926,Decyl dimethyl octyl ammonium chloride
SYN32927,Decyloctyldimethylammonium chloride
SYN32928,Octyl decyl dimethyl ammonium chloride
SYN32929,Dimethyldioctylammonium
SYN32930,Dioctyldimonium
SYN32931,Dioctyldimonium cation
SYN32932,Dioctyldimonium ion
SYN32933,vanadio
SYN32934,Vanadium
SYN32935,Vanadium metallicum
SYN32936,"Vanadium, elemental"
SYN32937,(+-)-Methionine
SYN32938,DL-Methionine
SYN32939,DL-Methioninum
SYN32940,metionina
SYN32941,Racemethionine
SYN32942,Adult human mesenchymal stem cells
SYN32943,Allogeneic human mesenchymal stem cell
SYN32944,Remestemcel
SYN32945,Remestemcel-L
SYN32946,Passiflora incarnata flower
SYN32947,Passiflora incarnata flower dry extract
SYN32948,Passiflora incarnata flower extract
SYN32949,Passion flower
SYN32950,Passion flower extract
SYN32951,passionflower
SYN32952,Purple passionflower
SYN32953,True passionflower
SYN32954,Black cohosh
SYN32955,Black snakeroot
SYN32956,Cimicifuga racemosa
SYN32957,Cimicifuga racemosa rhizome
SYN32958,Cimicifuga racemosa root
SYN32959,Cimicifuga racemosa root with rhizome
SYN32960,Cimicifugae rhizoma
SYN32961,Fairy candle root
SYN32962,Rattleroot
SYN32963,IMMU-MN3
SYN32964,"Immunoglobulin G1 (mouse monoclonal IMMU-MN3 Fab' fragment gamma-chain anti-human NCA-90 granulocyte cell antigen), disulfide with mouse monoclonal IMMU-MN3 light chain"
SYN32965,Sulesomab
SYN32966,Carbonate of potash
SYN32967,"Carbonic acid, dipotassium salt"
SYN32968,Dipotassium carbonate
SYN32969,Kaliumcarbonat
SYN32970,"Potash, sulfurated"
SYN32971,Potassium carbonate
SYN32972,"Potassium carbonate, anhydrous"
SYN32973,"rac-6-Chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide"
SYN32974,Selisistat
SYN32975,Besilesomab
SYN32976,Copper Cu-64
SYN32977,"Copper, Cu-64"
SYN32978,"17-alpha-Acetoxy-6-methyl-19-nor-4,6-pregnadiene-3,20-dione"
SYN32979,"17-alpha-Hydroxy-6-methyl-19-norpregna-4,6-diene-3,20-dione acetate"
SYN32980,Nomegestrol acetate
SYN32981,177Lu
SYN32982,Lu 177
SYN32983,Lu-177
SYN32984,Lutetium Lu-177
SYN32985,Lutetium-177
SYN32986,"5,7-Dihydroxy-2-(2-hydroxyphenyl)-6,8-dimethoxy-4H-1-benzopyran-4-one"
SYN32987,Ciclopropano
SYN32988,Cyclopropan
SYN32989,Cyclopropane
SYN32990,Cyclopropanum
SYN32991,Trimethylene
SYN32992,Zyklopropan
SYN32993,(177Lu-DOTAOTyr3)Octreotate
SYN32994,[177]Lu-DOTA-TATE
SYN32995,[Lu-177]-DOTATATE
SYN32996,177 Lu-DOTA-octreotate
SYN32997,177 Lu-DOTA-TATE
SYN32998,177Lu Dotatate
SYN32999,177Lu-DOTA-octreotate
SYN33000,177Lu-DOTA-TATE
SYN33001,177Lu-DOTA-Tyr3-octreotate
SYN33002,177Lu-DOTA0-Tyr3-Octreotate
SYN33003,177Lu-dotatate
SYN33004,177LuDOTA-TATE
SYN33005,Dotatate lutenium Lu-177
SYN33006,Lu-177-DOTATATE
SYN33007,Lu-DOTA-TATE
SYN33008,Lu-DOTATATE
SYN33009,Lutetium (177Lu) Oxodotreotide
SYN33010,Lutetium dotatate Lu-177
SYN33011,lutetium Lu 177 dotatate
SYN33012,Lutetium oxodotreotide Lu-177
SYN33013,Lutetium[177Lu] Oxodotreotide
SYN33014,strontium dichloride
SYN33015,Epithiazide
SYN33016,Epitizide
SYN33017,Epitizidum
SYN33018,Eptizida
SYN33019,3-[2-(Dipropylamino)ethyl]-1H-indol-4-ol
SYN33020,4-HO-DPT
SYN33021,"4-Hydroxy-N,N-dipropyltryptamine"
SYN33022,4-Hydroxydipropyltryptamine
SYN33023,Deprocin
SYN33024,Dipropyl-4-hydroxytryptamine
SYN33025,2-Phenyl-4-(2-(4-piperidyl)ethyl)quinoline
SYN33026,Pipequalina
SYN33027,Pipequaline
SYN33028,Pipequalinum
SYN33029,Azintamid
SYN33030,Azintamida
SYN33031,Azintamide
SYN33032,Azintamidum
SYN33033,Oragallin
SYN33034,Ferric pyrophosphate citrate
SYN33035,FPC
SYN33036,SFP
SYN33037,Tetraferric nonahydrogen citrate pyrophosphate
SYN33038,Triferic
SYN33039,acetato de magnesio
SYN33040,acetic acid magnesium salt
SYN33041,"Acetic acid, magnesium salt (2:1)"
SYN33042,Magnesium acetate
SYN33043,Magnesium di(acetate)
SYN33044,magnesium diacetate
SYN33045,Mg(II) acetate
SYN33046,Baloxavir marboxil
SYN33047,Lonoctocog alfa
SYN33048,rVIII-SingleChain
SYN33049,"Antihemophilic factor (recombinant, B-domain deleted), plasma/albumin free"
SYN33050,Antihemophilic factor recombinant plasma/albumin free
SYN33051,"Antihemphilic factor, recombinant human B-domain deleted"
SYN33052,B-domain deleted recombinant factor VIII
SYN33053,BDDrFVIII
SYN33054,"Human factor VIII, recombinant B-domain deleted"
SYN33055,Moroctocog alfa
SYN33056,bis[2-(2-methoxyethoxy)ethyl] ether
SYN33057,dimethoxytetraethylene glycol
SYN33058,Glyme 5
SYN33059,TEGDME
SYN33060,tetraethylene glycol dimethyl ether
SYN33061,Tetraglyme
SYN33062,(+)-alpha-Tocopheryl succinate
SYN33063,alpha-Tocopheryl acid succinate
SYN33064,alpha-Tocopheryl succinate
SYN33065,alpha-Vitamin E succinate
SYN33066,d-alpha-Tocopherol acid succinate
SYN33067,"Tocopheryl acid succinate,D-alpha"
SYN33068,Vitamin E hemisuccinate
SYN33069,Vitamin E succinate
SYN33070,(+)-alfa-tocopherol acetate
SYN33071,"alpha-tocopheryl acetate, D-"
SYN33072,D-alpha tocoferil acetate
SYN33073,D-alpha tocopheryl acetate
SYN33074,D-alpha-Tocopheryl acetate
SYN33075,RRR-alpha-tocopheryl acetate
SYN33076,"Vitamin E acetate, D-"
SYN33077,alpha-Tocopherol acetate
SYN33078,Tocopherol acetate
SYN33079,"Tocopherol acetate, unspecified"
SYN33080,Tocopheryl acetate
SYN33081,Vitamin E (alpha tocopherol acetate)
SYN33082,Vitamin E acetate
SYN33083,"Vitamin E acetate, unspecified form"
SYN33084,α-tocopherol acetate
SYN33085,Tildrakizumab
SYN33086,tildrakizumab-asmn
SYN33087,Dimethicone 410
SYN33088,Choline salicylate
SYN33089,Diethylene triamine pentaacetic acid
SYN33090,Diethylenetriamine pentaacetic acid
SYN33091,Diethylenetriaminepentaacetate
SYN33092,Diethylenetriaminepentaacetic acid
SYN33093,DTP-A
SYN33094,DTPA
SYN33095,Pentetate
SYN33096,Pentetic acid
SYN33097,"4',5,7-Trihydroxy-6-methoxyflavone"
SYN33098,Dinatin
SYN33099,Hispidulin
SYN33100,Salvitin
SYN33101,Scutellarein 6-methyl ether
SYN33102,Cannabis
SYN33103,Cannabis indica
SYN33104,Cannabis indica top
SYN33105,Cannabis sativa subsp. indica top
SYN33106,Cannabis sativa subsp. indica top extract
SYN33107,Hashish top
SYN33108,Marihuana
SYN33109,Marijuana
SYN33110,Marijuana top
SYN33111,Medical Cannabis
SYN33112,3-(2-dimethylaminoethyl)-5-methoxyindole
SYN33113,"3-[2-(N,N-Dimethylamino)ethyl]-5-methoxy-indole"
SYN33114,5-MeO-DMT
SYN33115,"5-methoxy-N,N-dimethyl-1H-indole-3-ethanamine"
SYN33116,"5-methoxy-N,N-dimethyltryptamine"
SYN33117,MeODMT
SYN33118,Methoxybufotenin
SYN33119,"N,N-dimethyl-5-methoxytryptamine"
SYN33120,O-methylbufotenine
SYN33121,Nabiximols
SYN33122,Burosumab
SYN33123,Burosumab (genetical recombination)
SYN33124,burosumab-twza
SYN33125,"1-Pyrrolidinecarboxylic acid, 3-((((4-chlorophenyl)methyl)((5-nitro-2-thienyl)methyl)amino)methyl)-, ethyl ester"
SYN33126,"1-Pyrrolidinecarboxamide, 3-((((4-chlorophenyl)methyl)((5-nitro-2-thienyl)methyl)amino)methyl)-n-pentyl-"
SYN33127,Bisulfite de sodium
SYN33128,Natriumbisulfit
SYN33129,Natriumhydrogensulfit
SYN33130,primäres Natriumsulfit
SYN33131,saures Natriumsulfit
SYN33132,Sodium bisulfite
SYN33133,sodium bisulphite
SYN33134,sodium hydrogen sulfite
SYN33135,sodium hydrogensulfite
SYN33136,Beef bile
SYN33137,Bos bovis bile
SYN33138,Bos taurus bile
SYN33139,Bovine bile
SYN33140,Fel tauri
SYN33141,Ox bile
SYN33142,Ox bile extract
SYN33143,Purified oxgall
SYN33144,Sodium choleate
SYN33145,"(2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E,6R)-6-(2-pyridinyl)-2,4-heptadien-2-yl]oxacyclododec-4-en-6-yl 4-methyl-1-piperazinecarboxylate"
SYN33146,"(2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-Dimethyl-12-Oxo-2-[(2E,4E,6R)-6-(Pyridin-2-Yl)Hepta-2,4-Dien-2-Yl]Oxacyclododec-4-En-6-Yl 4-Methylpiperazine-1-Carboxylate"
SYN33147,"1-PIPERAZINECARBOXYLIC ACID, 4-METHYL-, (2S,3S,4E,6S,7R,10R)-7,10-DIHYDROXY-3,7-DIMETHYL-2-((1E,3E,5R)-1-METHYL-5-(2-PYRIDINYL)-1,3-HEXADIEN-1-YL)-12-OXOOXACYCLODODEC-4-EN-6-YL ESTER"
SYN33148,8-Bromotheophylline
SYN33149,Bromotheophylline
SYN33150,Fosnetupitant
SYN33151,(+-)-Benzoin
SYN33152,"2-Hydroxy-1,2-diphenylethanone"
SYN33153,Aerozoin
SYN33154,alpha-Hydroxy-alpha-phenylacetophenone
SYN33155,alpha-Hydroxybenzyl phenyl ketone
SYN33156,Benzoin extract (resinoid)
SYN33157,Benzoylphenylcarbinol
SYN33158,Hydroxy-2-phenyl acetophenone
SYN33159,Phenyl-alpha-hydroxybenzyl ketone
SYN33160,phenyl-α-hydroxybenzyl ketone
SYN33161,Phenylbenzoyl carbinol
SYN33162,α-hydroxy-α-phenylacetophenone
SYN33163,Typhoid vaccine
SYN33164,Clinafloxacin
SYN33165,2-Carboxythiophenol
SYN33166,2-Mercaptobenzoic acid
SYN33167,2-Sulfanylbenzoic acid
SYN33168,2-Thiosalicylic acid
SYN33169,o-Benzoic acid thiol
SYN33170,o-Carboxythiophenol
SYN33171,o-Mercaptobenzoic acid
SYN33172,o-Mercaptobenzösäure
SYN33173,o-Sulfhydrylbenzoic acid
SYN33174,o-Thiosalicylic acid
SYN33175,Thiophenol-2-carboxylic acid
SYN33176,Thiosalicylate
SYN33177,Thiosalicylic acid
SYN33178,Taspoglutida
SYN33179,Taspoglutide
SYN33180,Taspoglutidum
SYN33181,Desmethyldiazepam
SYN33182,N-desmethyldiazepam
SYN33183,Nordazepam
SYN33184,Nordazepam CIV
SYN33185,Nordazepamum
SYN33186,Nordiazepam
SYN33187,Furafilina
SYN33188,Furafylline
SYN33189,Furafyllinum
SYN33190,"2,4,6-tri(1-aziridinyl)-1,3,5-triazine"
SYN33191,"2,4,6-tris(1-aziridinyl)-1,3,5-triazine"
SYN33192,"2,4,6-tris(1-aziridinyl)-s-triazine"
SYN33193,"2,4,6-tris(aziridin-1-yl)-1,3,5-triazine"
SYN33194,TEM
SYN33195,Tretamina
SYN33196,Tretamine
SYN33197,Tretaminum
SYN33198,Triaethylenmelamin
SYN33199,Triethylenemelamine
SYN33200,Trisaziridinyltriazine
SYN33201,Acetyl sulfisoxazole
SYN33202,Acetylsulfisoxazole
SYN33203,Sulfisoxazole acetyl
SYN33204,Darglitazone
SYN33205,Englitazone
SYN33206,6β-hydroxyasiatic acid
SYN33207,Brahmic acid
SYN33208,Madecassic acid
SYN33209,(-)-β-Sitosterol
SYN33210,(24R)-Ethylcholest-5-en-3beta-ol
SYN33211,(24R)-ethylcholest-5-en-3β-ol
SYN33212,(24R)-Stigmast-5-en-3beta-ol
SYN33213,(3β)-Stigmast-5-en-3-ol
SYN33214,"22,23-Dihydrostigmasterol"
SYN33215,24α-Ethylcholesterol
SYN33216,Azuprostat
SYN33217,Cupreol
SYN33218,Nimbosterol
SYN33219,Sitosterol
SYN33220,Triastonal
SYN33221,α-Dihydrofucosterol
SYN33222,β-Sitosterin
SYN33223,Erenumab
SYN33224,erenumab-aooe
SYN33225,Eptinezumab
SYN33226,Fremanezumab
SYN33227,Fremanezumab-Vfrm
SYN33228,Galcanezumab
SYN33229,Galcanezumab-gnlm
SYN33230,Hydroxyethylpalmitamide
SYN33231,Monoethanolamine palmitic acid amide
SYN33232,N-(2-Hydroxyethyl)palmitamide
SYN33233,N-hexadecanoylethanolamine
SYN33234,N-palmitoylethanolamine
SYN33235,Palmidrol
SYN33236,palmidrolum
SYN33237,Palmitamide MEA
SYN33238,Palmitic acid monoethanolamide
SYN33239,Palmitinsaeure-beta-hydroxyethylamid
SYN33240,Palmitoyl ethanolamide
SYN33241,Palmitoyl-EA
SYN33242,Palmitoylethanolamide
SYN33243,Acide hopantenique
SYN33244,Acido hopantenico
SYN33245,Acidum hopantenicum
SYN33246,D-Homopantothenic acid
SYN33247,Hopantenic acid
SYN33248,Hopanteninsaeure
SYN33249,N-pantoyl-GABA
SYN33250,Pantocalcin
SYN33251,3-Chlorocholest-5-ene
SYN33252,3-Chlorocholestene
SYN33253,Cholesterol chloride
SYN33254,Cholesteryl chloride
SYN33255,DCB
SYN33256,Dichlorobenzene
SYN33257,Dichlorobenzene (mixed isomers)
SYN33258,Dichlorobenzenes
SYN33259,Sodium zirconium cyclosilicate
SYN33260,Sodium zirconium silicate
SYN33261,Nitrate
