parent_drugbank_id,salt_drugbank_id,salt_name
DB01466,DBSALT002363,Ethylmorphine hydrochloride
DB01478,DBSALT002580,Desmethylprodine hydrochloride
DB01482,DBSALT002869,Fenethylline hydrochloride
DB01497,DBSALT000825,Etorphine Hydrochloride
DB01501,DBSALT000047,Difenoxin hydrochloride
DB01520,DBSALT002317,Tenocyclidine hydrochloride
DB01528,DBSALT002288,"2,5-dimethoxy-4-methylamphetamine hydrochloride"
DB01535,DBSALT001611,Carfentanil citrate
DB01546,DBSALT000188,Alpha-ethyltryptamine acetate
DB01548,DBSALT001649,Diprenorphine hydrochloride
DB01551,DBSALT000048,Dihydrocodeine bitartrate
DB01551,DBSALT000050,Dihydrocodeine hydrochloride
DB01551,DBSALT000051,Dihydrocodeine hydroiodide
DB01551,DBSALT000053,Dihydrocodeine phosphate
DB01551,DBSALT003135,Dihydrocodeine thiocyanate
DB01556,DBSALT000815,Chlorphentermine hydrochloride
DB01576,DBSALT001324,Dextroamphetamine adipate
DB01576,DBSALT001346,Dextroamphetamine saccharate
DB01576,DBSALT000046,Dextroamphetamine sulfate
DB01577,DBSALT000734,Metamfetamine hydrochloride
DB01577,DBSALT002267,Metamfetamine tartrate
DB01579,DBSALT001250,Phendimetrazine tartrate
DB01580,DBSALT001070,Oxprenolol hydrochloride
DB01581,DBSALT002208,Sulfamerazine sodium
DB01582,DBSALT002199,Sulfamethazine sodium
DB01591,DBSALT001640,Solifenacin hydrochloride
DB01591,DBSALT001639,Solifenacin succinate
DB01597,DBSALT001295,Cilastatin sodium
DB01598,DBSALT002429,Imipenem monohydrate
DB01602,DBSALT000831,Bacampicillin hydrochloride
DB01603,DBSALT001467,Methicillin sodium
DB01603,DBSALT003548,Methicillin sodium anhydrous
DB01605,DBSALT001943,Pivmecillinam hydrochloride
DB01606,DBSALT001475,Tazobactam sodium
DB01607,DBSALT001159,Ticarcillin disodium
DB01610,DBSALT001459,Valganciclovir hydrochloride
DB01611,DBSALT000096,Hydroxychloroquine sulfate
DB01614,DBSALT001612,Acepromazine maleate
DB01616,DBSALT000008,Alverine citrate
DB01618,DBSALT001243,Molindone hydrochloride
DB01619,DBSALT002846,Phenindamine tartrate
DB01620,DBSALT001440,Pheniramine maleate
DB01621,DBSALT001196,Pipotiazine palmitate
DB01623,DBSALT001423,Thiothixene hydrochloride
DB01624,DBSALT000545,Zuclopenthixol acetate
DB01624,DBSALT000787,Zuclopenthixol decanoate
DB01624,DBSALT000546,Zuclopenthixol dihydrochloride
DB01625,DBSALT002274,Isopropamide chloride
DB01625,DBSALT001023,Isopropamide iodide
DB01626,DBSALT000304,Pargyline hydrochloride
DB01627,DBSALT000109,Lincomycin hydrochloride
DB01627,DBSALT001614,Lincomycin hydrochloride monohydrate
DB01628,DBSALT002328,Etoricoxib hydrochloride
DB01698,DBSALT003159,Rutoside trihydrate
DB01718,DBSALT001769,Cetrimonium bromide
DB01718,DBSALT001772,Cetrimonium carboxydecyl PEG-8 dimethicone
DB01718,DBSALT001770,Cetrimonium chloride
DB01718,DBSALT001771,Cetrimonium hydroxide
DB01764,DBSALT002330,Dalfopristin mesylate
DB01783,DBSALT000034,Calcium pantothenate
DB01783,DBSALT003045,Sodium pantothenate
DB01839,DBSALT003502,Propylene glycol diacetate
DB01901,DBSALT002733,Sucrosofate potassium
DB01914,DBSALT001507,D-glucose monohydrate
DB01942,DBSALT001558,Calcium formate
DB01987,DBSALT002497,Cocarboxylase chloride
DB01987,DBSALT003002,Cocarboxylase tetrahydrate
DB02034,DBSALT001877,Tridolgosir hydrochloride
DB02234,DBSALT003452,S-Ethyl isothiouronium bromide
DB02234,DBSALT003453,S-ethylisothiouronium diethyl phosphate
DB02240,DBSALT002387,Quinacrine mustard dihydrochloride
DB02300,DBSALT001386,Calcipotriol hydrate
DB02329,DBSALT001875,Carbenoxolone disodium
DB02362,DBSALT002730,Aminobenzoate potassium
DB02362,DBSALT002731,Aminobenzoate sodium
DB02530,DBSALT002209,Gamma-Aminobutyric Acid Hydrochloride
DB02557,DBSALT001879,Phosphoramidon disodium
DB02579,DBSALT002397,Sodium acrylate
DB02579,DBSALT002398,Zinc diacrylate
DB02638,DBSALT002332,Terlipressin acetate
DB02656,DBSALT002566,LY-294002 hydrochloride
DB02701,DBSALT002262,Nicotinamide hydrochloride
DB02703,DBSALT000340,Fucidate sodium
DB02703,DBSALT002972,Fusidic acid hemihydrate
DB02751,DBSALT002268,Glycocyamine hydrochloride
DB02751,DBSALT002269,Glycocyamine phosphate
DB02779,DBSALT003328,laurtrimonium bromide
DB02843,DBSALT003153,alpha-Glucose-1-phosphate disodium tetrahydrate
DB02948,DBSALT002936,Fosmidomycin sodium
DB03052,DBSALT002937,Dazoxiben hydrochloride
DB03088,DBSALT002689,Magnesium pidolate
DB03088,DBSALT003084,Sodium pidolate
DB03088,DBSALT001565,Zinc pidolate
DB03128,DBSALT002814,Acetylcholine chloride
DB03147,DBSALT000903,Flavin adenine dinucleotide disodium
DB03201,DBSALT001755,D-Cysteine hydrochloride monohydrate
DB03206,DBSALT003346,Duvoglustat hydrochloride
DB03209,DBSALT001274,Oteracil potassium
DB03229,DBSALT003028,Calcium 4-methyl-2-oxovalerate
DB03247,DBSALT001766,Riboflavin 5'-phosphate sodium anhydrous
DB03247,DBSALT003355,Riboflavin sodium phosphate
DB03247,DBSALT000877,Riboflavin-5'-phosphate sodium salt dihydrate
DB03403,DBSALT002393,Cytidine 5'-Monophosphate Disodium Salt
DB03424,DBSALT002908,Ubenimex hydrochloride
DB03496,DBSALT000800,Alvocidib hydrochloride
DB03523,DBSALT002498,Brequinar sodium
DB03568,DBSALT002877,Sodium butyrate
DB03568,DBSALT003202,α-keto-γ-methylselenobutyrate
DB03575,DBSALT000824,Phencyclidine hydrochloride
DB03585,DBSALT001825,Oxyphenbutazone monohydrate
DB03604,DBSALT002405,Tiratricol sodium
DB03615,DBSALT002372,Ribostamycin sulfate
DB03619,DBSALT003570,Sodium deoxycholate
DB03695,DBSALT002395,Piritrexim isethionate
DB03701,DBSALT001866,Vanoxerine hydrochloride
DB03756,DBSALT002309,Doconexent sodium
DB03766,DBSALT002690,Sodium propionate
DB03785,DBSALT003536,Lovastatin sodium
DB03793,DBSALT003370,Calcium benzoate
DB03793,DBSALT001289,Sodium benzoate
DB03796,DBSALT003198,16-chloropalmitic acid
DB03808,DBSALT003112,Hexamidine diisethionate
DB03884,DBSALT003024,Calcium phenylpyruvate
DB03945,DBSALT001985,Phosphorylcholine chloride
DB03994,DBSALT002265,Ethanolamine acetate
DB03994,DBSALT002264,Ethanolamine hydrochloride
DB03995,DBSALT003309,Betadex sulfobutyl ether sodium
DB04017,DBSALT002700,Clorgiline hydrochloride
DB04074,DBSALT003027,Calcium alpha-Ketoisovalerate
DB04115,DBSALT002313,Berberine chloride
DB04115,DBSALT002312,Berberine sulfate anhydrous
DB04160,DBSALT001492,Sodium pyrophosphate
DB04160,DBSALT003136,Sodium pyrophosphate decahydrate
DB04209,DBSALT002402,Dequalinium acetate
DB04209,DBSALT002400,Dequalinium bromide
DB04209,DBSALT001926,Dequalinium chloride
DB04209,DBSALT002401,Dequalinium iodide
DB04209,DBSALT002403,Dequalinium undecenoate
DB04221,DBSALT002532,Didecyldimethylammonium chloride
DB04224,DBSALT003147,Calcium oleate
DB04224,DBSALT001653,Oleate sodium
DB04267,DBSALT002939,Sodium dipicolinate
DB04272,DBSALT001502,Citric acid monohydrate
DB04339,DBSALT003064,Carbocisteine lysine
DB04348,DBSALT002887,Sodium taurocholate
DB04365,DBSALT002647,Arecoline hydrobromide
DB04398,DBSALT001765,Sodium lactate
DB04398,DBSALT003591,Zinc lactate
DB04465,DBSALT003589,Lactose monohydrate
DB04500,DBSALT002366,Acedoben sodium
DB04545,DBSALT002499,Afegostat tartrate
DB04570,DBSALT001335,Latamoxef disodium
DB04574,DBSALT002492,Estrone sodium sulfate
DB04574,DBSALT001878,Estropipate
DB04574,DBSALT002493,Potassium estrone sulfate
DB04620,DBSALT002211,Cycloleucine hydrochloride
DB04626,DBSALT001615,Apramycin sulfate
DB04711,DBSALT001312,Iodipamide meglumine
DB04711,DBSALT001407,Iodipamide sodium
DB04729,DBSALT002339,Gentamicin c1a sulfate
DB04786,DBSALT000540,Suramin sodium
DB04813,DBSALT002855,Bithionolate sodium
DB04817,DBSALT002439,Metamizole magnesium
DB04817,DBSALT000332,Metamizole sodium
DB04817,DBSALT002438,Metamizole sodium monohydrate
DB04818,DBSALT002894,Iproniazid phosphate
DB04819,DBSALT002793,Methapyrilene fumarate
DB04819,DBSALT000334,Methapyrilene hydrochloride
DB04821,DBSALT002854,Nomifensine maleate
DB04822,DBSALT002252,Oxeladin citrate
DB04825,DBSALT002856,Prenylamine lactate
DB04828,DBSALT002461,Zomepirac sodium
DB04828,DBSALT000335,Zomepirac sodium anhydrous
DB04830,DBSALT000336,Buformin hydrochloride
DB04832,DBSALT002851,Zimelidine hydrochloride
DB04834,DBSALT000337,Rapacuronium bromide
DB04836,DBSALT000803,Amineptine hydrochloride
DB04837,DBSALT001414,Chlophedianol hydrochloride
DB04837,DBSALT001029,Clofedanol hydrochloride
DB04840,DBSALT000370,Debrisoquine sulfate
DB04841,DBSALT000382,Flunarizine dihydrochloride
DB04843,DBSALT000451,Mepenzolate bromide
DB04846,DBSALT002890,Celiprolol hydrochloride
DB04849,DBSALT002394,Cediranib maleate
DB04851,DBSALT002850,Biricodar dicitrate
DB04854,DBSALT003209,Febuxostat hemihydrate
DB04855,DBSALT000061,Dronedarone hydrochloride
DB04860,DBSALT001812,Isatoribine monohydrate
DB04861,DBSALT001027,Nebivolol hydrochloride
DB04865,DBSALT001930,Omacetaxine mepesuccinate hydrochloride
DB04866,DBSALT000462,Halofuginone hydrobromide
DB04866,DBSALT002197,Halofuginone lactate
DB04868,DBSALT001325,Nilotinib hydrochloride monohydrate
DB04871,DBSALT000111,Lorcaserin hydrochloride
DB04871,DBSALT001583,Lorcaserin hydrochloride hemihydrate
DB04881,DBSALT000816,Elacridar hydrochloride
DB04884,DBSALT002982,Dapoxetine hydrochloride
DB04888,DBSALT002852,Bifeprunox mesylate
DB04889,DBSALT000817,Bicifadine hydrochloride
DB04890,DBSALT000017,Bepotastine besilate
DB04894,DBSALT000535,Vapreotide acetate
DB04896,DBSALT000119,Milnacipran hydrochloride
DB04905,DBSALT002853,Tesmilifene hydrochloride
DB04908,DBSALT001321,Flibanserin hydrochloride
DB04911,DBSALT001350,Oritavancin diphosphate
DB04924,DBSALT002665,Itopride hydrochloride
DB04931,DBSALT003139,Afamelanotide acetate
DB04932,DBSALT001719,Defibrotide sodium
DB04933,DBSALT001799,Eritoran tetrasodium
DB04948,DBSALT000829,Lofexidine hydrochloride
DB04967,DBSALT000826,Lucanthone hydrochloride
DB04972,DBSALT000827,Canfosfamide hydrochloride
DB04983,DBSALT000847,Denufosol tetrasodium
DB05018,DBSALT000828,Migalastat hydrochloride
DB05022,DBSALT003301,Amonafide L-malate
DB05025,DBSALT001870,Arimoclomol citrate
DB05025,DBSALT001869,Arimoclomol maleate
DB05039,DBSALT003032,Indacaterol acetate
DB05039,DBSALT000101,Indacaterol maleate
DB05063,DBSALT003175,Mitoquinone mesylate
DB05088,DBSALT003343,Choline tetrathiomolybdate
DB05137,DBSALT003531,Lobeline hydrochloride
DB05143,DBSALT001872,OXI-4503 dipotassium
DB05220,DBSALT002940,Alisertib sodium
DB05223,DBSALT002933,Pracinostat hydrochloride
DB05229,DBSALT003074,Beraprost sodium
DB05239,DBSALT001290,Cobimetinib fumarate
DB05255,DBSALT002379,Ronacaleret hydrochloride
DB05259,DBSALT002719,Glatiramer acetate
DB05260,DBSALT001854,Gallium nitrate nonahydrate
DB05265,DBSALT000062,Ecabet sodium
DB05271,DBSALT000155,Rotigotine hydrochloride
DB05273,DBSALT002635,Samarium (153Sm) lexidronam pentasodium
DB05296,DBSALT002633,Motexafin lutetium hydrate
DB05316,DBSALT001266,Pimavanserin tartrate
DB05351,DBSALT003494,Dexlansoprazole sesquihydrate
DB05381,DBSALT002193,Histamine dihydrochloride
DB05381,DBSALT002194,Histamine phosphate
DB05383,DBSALT002490,Pimagedine hydrochloride
DB05395,DBSALT002941,Amibegron hydrochloride
DB05422,DBSALT002834,OPC-14523 hydrochloride
DB05422,DBSALT002835,OPC-14523 mesylate
DB05424,DBSALT002500,Canertinib dihydrochloride
DB05460,DBSALT003311,Ezatiostat hydrochloride
DB05487,DBSALT003581,Custirsen sodium
DB05513,DBSALT003279,Atiprimod dimaleate
DB05519,DBSALT002596,Budiodarone tartrate
DB05528,DBSALT000120,Mipomersen sodium
DB05542,DBSALT002600,Naronapride dihydrochloride
DB05553,DBSALT002608,Regrelor disodium
DB05565,DBSALT003237,PBT-1033 hydrochloride
DB05575,DBSALT001987,Motesanib diphosphate
DB05575,DBSALT003300,Motesanib phosphate
DB05585,DBSALT002603,Verubulin hydrochloride
DB05586,DBSALT002602,Facinicline hydrochloride
DB05590,DBSALT001988,Bedoradrine sulfate
DB05592,DBSALT003361,Blarcamesine hydrochloride
DB05611,DBSALT003142,Apilimod mesylate
DB05625,DBSALT003323,PTX-9908
DB05626,DBSALT001989,Retaspimycin hydrochloride
DB05638,DBSALT002604,Asvasiran sodium
DB05645,DBSALT002605,Larazotide acetate
DB05697,DBSALT003174,Trabedersen sodium
DB05710,DBSALT002857,Gantacurium chloride
DB05738,DBSALT002545,Vapitadine dihydrochloride
DB05779,DBSALT002546,Oglufanide disodium
DB05804,DBSALT003472,Prasterone sodium sulfate anhydrous
DB05808,DBSALT003380,Muparfostat sodium
DB05812,DBSALT001173,Abiraterone acetate
DB05928,DBSALT002512,Dovitinib lactate hydrate
DB05932,DBSALT002606,Denibulin hydrochloride
DB05938,DBSALT002609,Edonerpic maleate
DB05964,DBSALT002709,Amitifadine hydrochloride
DB05974,DBSALT002610,Transcrocetinate sodium
DB06005,DBSALT002611,Adomiparin sodium
DB06013,DBSALT002639,Aldoxorubicin hydrochloride
DB06016,DBSALT001260,Cariprazine hydrochloride
DB06040,DBSALT001990,Filanesib Hydrochloride
DB06077,DBSALT001873,Lumateperone tosylate
DB06090,DBSALT001880,Bradanicline hydrochloride
DB06090,DBSALT001881,Bradanicline tosylate
DB06094,DBSALT002489,Apatorsen sodium
DB06134,DBSALT002371,SNS-314 mesylate
DB06140,DBSALT002612,SUVN-502 dimesylate
DB06140,DBSALT002613,SUVN-502 dimesylate monohydrate
DB06147,DBSALT000848,Sulfathiazole sodium
DB06148,DBSALT000957,Mianserin hydrochloride
DB06150,DBSALT000956,Sulfadimethoxine sodium
DB06152,DBSALT001140,Nylidrin hydrochloride
DB06153,DBSALT003065,Pizotifen malate
DB06155,DBSALT001850,Rimonabant hydrochloride
DB06156,DBSALT001991,Tesofensine Citrate
DB06156,DBSALT001992,Tesofensine tartrate
DB06157,DBSALT001993,Istaroxime hydrochloride
DB06160,DBSALT001994,Garenoxacin mesylate
DB06174,DBSALT001995,Noscapine hydrochloride
DB06178,DBSALT002861,Talotrexin ammonium
DB06182,DBSALT001996,Talabostat mesylate
DB06185,DBSALT001997,Forodesine hydrochloride
DB06187,DBSALT002862,Valtorcitabine dihydrochloride
DB06188,DBSALT001998,Ispinesib Mesylate
DB06190,DBSALT001800,Solabegron hydrochloride
DB06191,DBSALT000558,Zosuquidar trihydrochloride
DB06193,DBSALT000141,Pixantrone dimaleate
DB06196,DBSALT000097,Icatibant acetate
DB06197,DBSALT002828,Bimosiamose disodium
DB06199,DBSALT001999,Atrasentan hydrochloride
DB06202,DBSALT001954,Lasofoxifene hydrochloride
DB06202,DBSALT001953,Lasofoxifene tartrate
DB06203,DBSALT000007,Alogliptin benzoate
DB06204,DBSALT000169,Tapentadol hydrochloride
DB06206,DBSALT000556,Sugammadex sodium
DB06209,DBSALT003141,Prasugrel besylate
DB06209,DBSALT000145,Prasugrel hydrochloride
DB06210,DBSALT003495,Eltrombopag choline
DB06210,DBSALT000063,Eltrombopag olamine
DB06211,DBSALT001609,Doripenem hydrate
DB06213,DBSALT001790,Regadenoson monohydrate
DB06216,DBSALT000010,Asenapine maleate
DB06217,DBSALT002376,Vernakalant hydrochloride
DB06219,DBSALT001105,Dalbavancin hydrochloride
DB06224,DBSALT002000,Alicaforsen sodium
DB06230,DBSALT001446,Nalmefene hydrochloride
DB06230,DBSALT002636,Nalmefene hydrochloride dihydrate
DB06231,DBSALT002435,Caldaret monohydrate
DB06235,DBSALT002001,Vadimezan sodium
DB06243,DBSALT001150,Eflornithine hydrochloride
DB06249,DBSALT002002,Arzoxifene Hydrochloride
DB06251,DBSALT002003,Dersalazine Sodium
DB06255,DBSALT000559,Disodium incadronate
DB06261,DBSALT001174,Hexaminolevulinate hydrochloride
DB06263,DBSALT001934,Amrubicin hydrochloride
DB06264,DBSALT002004,Tolperisone hydrochloride
DB06268,DBSALT001120,Sitaxentan sodium
DB06274,DBSALT001865,Alvimopan dihydrate
DB06282,DBSALT001370,Levocetirizine dihydrochloride
DB06283,DBSALT001456,Ziconotide acetate
DB06285,DBSALT001437,Teriparatide acetate
DB06290,DBSALT001485,Simeprevir sodium
DB06292,DBSALT001101,Dapagliflozin propanediol monohydrate
DB06294,DBSALT002845,Semuloparin sodium
DB06325,DBSALT002614,Pegpleranib sodium
DB06328,DBSALT002005,Methoxyamine hydrochloride
DB06333,DBSALT002006,Trodusquemine hydrochloride
DB06335,DBSALT000158,Saxagliptin hydrochloride
DB06335,DBSALT003477,Saxagliptin hydrochloride dihydrate
DB06335,DBSALT002375,Saxagliptin monohydrate
DB06346,DBSALT002007,Fiboflapon Sodium
DB06347,DBSALT003269,Cenisertib benzoate
DB06350,DBSALT002710,Elinogrel potassium
DB06354,DBSALT002827,Tezampanel hydrate
DB06358,DBSALT002008,Iclaprim Mesylate
DB06393,DBSALT002009,Xaliproden Hydrochloride
DB06401,DBSALT001296,Bazedoxifene acetate
DB06402,DBSALT000170,Telavancin hydrochloride
DB06406,DBSALT002010,Idraparinux sodium
DB06408,DBSALT002011,Taribavirin hydrochloride
DB06429,DBSALT002012,Talnetant hydrochloride
DB06433,DBSALT001853,Tezacitabine monohydrate
DB06441,DBSALT001292,Cangrelor tetrasodium
DB06442,DBSALT002013,Avasimibe Sodium
DB06451,DBSALT002014,Aprinocarsen sodium
DB06454,DBSALT002015,Sarizotan hydrochloride
DB06458,DBSALT002016,Remacemide Hydrochloride
DB06461,DBSALT002826,Squalamine lactate
DB06468,DBSALT002017,Cariporide Mesylate
DB06470,DBSALT002018,Clomethiazole hydrochloride
DB06477,DBSALT002019,Sumanirole Maleate
DB06480,DBSALT002348,Prucalopride hydrochloride
DB06480,DBSALT002626,Prucalopride succinate
DB06486,DBSALT002020,Enzastaurin Hydrochloride
DB06497,DBSALT002796,Aplaviroc hydrochloride
DB06506,DBSALT002021,Repinotan hydrochloride
DB06518,DBSALT002801,R-1487 hydrochloride
DB06519,DBSALT002022,Edaglitazone sodium
DB06525,DBSALT002858,Ganstigmine hydrochloride
DB06527,DBSALT002023,Tramiprosate sodium
DB06530,DBSALT003597,Resiquimod sulfate
DB06532,DBSALT002024,Pafuramidine maleate
DB06556,DBSALT002025,Edifoligide sodium
DB06580,DBSALT002026,Celgosivir hydrochloride
DB06587,DBSALT002825,Mitemcinal fumarate
DB06589,DBSALT000135,Pazopanib hydrochloride
DB06590,DBSALT001808,Ceftaroline fosamil acetate
DB06590,DBSALT001809,Ceftaroline fosamil acetate monohydrate
DB06598,DBSALT002027,Brostallicin hydrochloride
DB06603,DBSALT001984,Panobinostat hydrate
DB06603,DBSALT001103,Panobinostat lactate
DB06608,DBSALT002809,Tafenoquine succinate
DB06614,DBSALT001847,Peramivir hydrate
DB06616,DBSALT002837,Bosutinib monohydrate
DB06618,DBSALT002802,Cutamesine dihydrochloride
DB06620,DBSALT002863,Aplindore fumarate
DB06623,DBSALT002360,Flupirtine gluconate
DB06623,DBSALT000912,Flupirtine maleate
DB06634,DBSALT002028,Casopitant mesylate
DB06635,DBSALT002029,Otamixaban Hydrochloride
DB06636,DBSALT001102,Isavuconazonium sulfate
DB06642,DBSALT002030,Bevasiranib sodium
DB06645,DBSALT002031,Anamorelin Hydrochloride
DB06652,DBSALT002033,Vicriviroc Hydrochloride
DB06652,DBSALT002032,Vicriviroc Maleate
DB06654,DBSALT002034,Safinamide mesylate
DB06660,DBSALT003490,Saredutant succinate
DB06662,DBSALT002035,Abetimus sodium
DB06663,DBSALT003007,Pasireotide acetate
DB06663,DBSALT000134,Pasireotide diaspartate
DB06663,DBSALT001332,Pasireotide pamoate
DB06677,DBSALT002036,Clazosentan Sodium
DB06678,DBSALT002352,Esmirtazapine hydrochloride
DB06678,DBSALT001294,Esmirtazapine maleate
DB06684,DBSALT000187,Vilazodone hydrochloride
DB06685,DBSALT001816,Laquinimod sodium
DB06691,DBSALT001405,Mepyramine maleate
DB06691,DBSALT002726,Mepyramine tannate
DB06694,DBSALT001557,Xylometazoline hydrochloride
DB06695,DBSALT000035,Dabigatran etexilate mesilate
DB06696,DBSALT001108,Arbekacin sulfate
DB06698,DBSALT001190,Betahistine hydrochloride
DB06698,DBSALT002281,Betahistine maleate
DB06698,DBSALT002969,Betahistine mesylate
DB06699,DBSALT000037,Degarelix acetate hydrate
DB06700,DBSALT001322,Desvenlafaxine fumarate
DB06700,DBSALT001893,Desvenlafaxine fumarate monohydrate
DB06700,DBSALT002988,Desvenlafaxine hydrochloride
DB06700,DBSALT000045,Desvenlafaxine succinate
DB06701,DBSALT001458,Dexmethylphenidate hydrochloride
DB06702,DBSALT000085,Fesoterodine fumarate
DB06704,DBSALT002469,Iobenguane I 123
DB06704,DBSALT002472,Iobenguane I 131
DB06704,DBSALT002326,Iobenguane sulfate
DB06704,DBSALT002470,Iobenguane sulfate I 123
DB06704,DBSALT002471,Iobenguane sulfate I 131
DB06705,DBSALT001858,Gadofosveset trisodium monohydrate
DB06706,DBSALT001313,Isometheptene mucate
DB06709,DBSALT001175,Methacholine chloride
DB06711,DBSALT000127,Naphazoline hydrochloride
DB06711,DBSALT002621,Naphazoline nitrate
DB06716,DBSALT000090,Fospropofol disodium
DB06717,DBSALT000089,Fosaprepitant dimeglumine
DB06719,DBSALT001170,Buserelin acetate
DB06723,DBSALT002587,Algeldrate
DB06723,DBSALT002586,Almagate
DB06726,DBSALT002370,Bufuralol hydrochloride
DB06727,DBSALT003272,Sparteine sulfate
DB06728,DBSALT002334,Aniline acetate
DB06728,DBSALT001862,Aniline hydrobromide
DB06728,DBSALT002333,Aniline hydrochloride
DB06731,DBSALT000562,Seproxetine hydrochloride
DB06735,DBSALT002295,Enclomiphene citrate
DB06738,DBSALT000189,Ketobemidone hydrochloride
DB06738,DBSALT002789,Ketobemidone oxalate
DB06741,DBSALT002362,Gv 150526a
DB06742,DBSALT000563,Ambroxol hydrochloride
DB06751,DBSALT000911,Drotaverine hydrochloride
DB06753,DBSALT001424,Triclofos sodium
DB06754,DBSALT001136,Danaparoid sodium
DB06756,DBSALT002227,Betaine citrate
DB06756,DBSALT001448,Betaine hydrochloride
DB06757,DBSALT001361,Manganese chloride
DB06757,DBSALT001362,Manganese chloride tetrahydrate
DB06757,DBSALT001360,Manganese sulfate
DB06759,DBSALT001455,Fomivirsen sodium
DB06762,DBSALT001806,Pinacidil monohydrate
DB06763,DBSALT001433,Saralasin acetate
DB06764,DBSALT001254,Tetrahydrozoline hydrochloride
DB06769,DBSALT001167,Bendamustine hydrochloride
DB06769,DBSALT003087,Bendamustine hydrochloride monohydrate
DB06771,DBSALT000018,Besifloxacin hydrochloride
DB06778,DBSALT002501,Cupric sulfate pentahydrate
DB06779,DBSALT002488,Dalteparin sodium
DB06785,DBSALT001230,Ganirelix acetate
DB06787,DBSALT001391,Hexocyclium methylsulfate
DB06788,DBSALT001172,Histrelin acetate
DB06791,DBSALT001238,Lanreotide acetate
DB06792,DBSALT001176,Lanthanum carbonate hydrate
DB06793,DBSALT001392,Levopropoxyphene napsylate anhydrous
DB06794,DBSALT001178,Lodoxamide tromethamine
DB06795,DBSALT001076,Mafenide Acetate
DB06796,DBSALT001330,Mangafodipir trisodium
DB06799,DBSALT002250,Methenamine citrate
DB06799,DBSALT002249,Methenamine diphosphate
DB06799,DBSALT001270,Methenamine hippurate
DB06799,DBSALT002248,Methenamine hydrochloride
DB06799,DBSALT001271,Methenamine mandelate
DB06799,DBSALT002247,Methenamine phosphate
DB06799,DBSALT002246,Methenamine sulfate
DB06800,DBSALT000116,Methylnaltrexone bromide
DB06809,DBSALT002325,Plerixafor octahydrochloride
DB06814,DBSALT001481,Protokylol hydrochloride
DB06815,DBSALT002738,Pyrithione sodium
DB06815,DBSALT002737,Pyrithione zinc
DB06816,DBSALT001378,Pyrvinium pamoate
DB06817,DBSALT000924,Raltegravir potassium
DB06819,DBSALT002404,Sodium phenylbutyrate
DB06820,DBSALT001375,Sulconazole nitrate
DB06824,DBSALT001269,Trientine hydrochloride
DB06824,DBSALT003345,Trientine tetrahydrochloride
DB06825,DBSALT001171,Triptorelin acetate
DB06825,DBSALT001256,Triptorelin pamoate
DB06826,DBSALT001760,Unoprostone isopropyl
DB06827,DBSALT000952,Viomycin sulfate
DB07338,DBSALT002807,Acifluorfen sodium
DB07556,DBSALT002934,CGS-27023 hydrochloride
DB07565,DBSALT001357,Chloramphenicol sodium succinate
DB07931,DBSALT001081,Hexestrol diphosphate sodium
DB08162,DBSALT002399,Fasudil hydrochloride
DB08387,DBSALT003230,Mardepodect succinate
DB08439,DBSALT002342,Parecoxib sodium
DB08639,DBSALT002396,Dapivirine hydrochloride
DB08799,DBSALT003072,Antazoline hydrochloride
DB08799,DBSALT001374,Antazoline phosphate
DB08799,DBSALT000910,Antazoline sulfate
DB08800,DBSALT000909,Chloropyramine hydrochloride
DB08801,DBSALT000908,Dimetindene maleate
DB08802,DBSALT000907,Isothipendyl hydrochloride
DB08806,DBSALT000906,Roxatidine acetate hydrochloride
DB08808,DBSALT000905,Bupranolol hydrochloride
DB08809,DBSALT003241,Sodium dichloroacetate
DB08810,DBSALT002860,Cinitapride tartrate
DB08813,DBSALT001135,Nadroparin calcium
DB08815,DBSALT000113,Lurasidone hydrochloride
DB08818,DBSALT001489,Hyaluronate sodium
DB08818,DBSALT001258,Potassium hyaluronate
DB08818,DBSALT001259,Sodium hyaluronate
DB08822,DBSALT003212,Azilsartan medoxomil potassium
DB08827,DBSALT000110,Lomitapide mesylate
DB08834,DBSALT003104,Tauroursodeoxycholic acid dihydrate
DB08836,DBSALT000171,Temocapril hydrochloride
DB08837,DBSALT000173,Tetraethylammonium bromide
DB08837,DBSALT000174,Tetraethylammonium chloride
DB08837,DBSALT000176,Tetraethylammonium hydroxide
DB08837,DBSALT000177,Tetraethylammonium iodide
DB08837,DBSALT000178,Tetraethylammonium phosphate
DB08838,DBSALT000006,Agmatine sulfate
DB08839,DBSALT002615,Serotonin hydrochloride
DB08841,DBSALT002213,Tyramine hydrochloride
DB08848,DBSALT000094,Guvacine hydrochloride
DB08860,DBSALT000140,Pitavastatin calcium
DB08860,DBSALT002595,Pitavastatin magnesium
DB08860,DBSALT003488,Pitavastatin sodium
DB08864,DBSALT000152,Rilpivirine hydrochloride
DB08867,DBSALT000184,Ulipristal acetate
DB08868,DBSALT000580,Fingolimod hydrochloride
DB08868,DBSALT003487,Fingolimod lauryl sulfate
DB08869,DBSALT001835,Tesamorelin acetate
DB08871,DBSALT002427,Eribulin mesylate
DB08875,DBSALT001762,Cabozantinib malate
DB08877,DBSALT000156,Ruxolitinib phosphate
DB08877,DBSALT003441,Ruxolitinib sulfate
DB08883,DBSALT001824,Perampanel hydrate
DB08884,DBSALT000091,Gadoxetate disodium
